Column1,Typo,Target,Match 1,Column2,Match 2,Column3,Match 3,Column4,
263,CeftaDidime/vvibactam,Ceftazidime/avibactam,Ceftazidime/avibactam,1,Meropenem/vaborbactam,0,Sodium thiosulfate,0,
264,Ceftazidime/aqvibactam,Ceftazidime/avibactam,Ceftazidime/avibactam,1,Piperacillin/tazobactam,0,Silver diamine fluoride,0,
265,Ceftazidicme/aqvibactam,Ceftazidime/avibactam,Ceftazidime/avibactam,1,Piperacillin/tazobactam,0,Lamivudine/zidovudine,0,
266,Cfftriaxone,Ceftriaxone,Ceftriaxone,1,Chloroquine,0,Cefuroxime,0,
267,Ceftiaxone,Ceftriaxone,Cefixime,0,Cefotaxime,0,Ceftriaxone,1,
268,Ceftriacxone,Ceftriaxone,Ceftriaxone,1,Cefuroxime,0,Cefotaxime,0,
269,CXeftriacxone,Ceftriaxone,Ceftriaxone,1,Cefuroxime,0,Cefixime,0,
270,Cefuoxime,Cefuroxime,Cefixime,0,Chloroquine,0,Ceftriaxone,0,
271,CefuroximtCefuroxime,Cefuroxime,Hydroxychloroquine,0,Silver sulfadiazine,0,Hydroxocobalamin,0,
272,CdfuroximtCefuroxime,Cefuroxime,Hydroxychloroquine,0,Hydroxocobalamin,0,Silver sulfadiazine,0,
273,Cfuroxime,Cefuroxime,Cefuroxime,1,Chloroquine,0,Cefixime,0,
274,"Charcoal,activated","Charcoal, activated","Charcoal, activated",1,Bicalutamide,0,Niclosamide,0,
275,"Charcoal, activatjed","Charcoal, activated","Charcoal, activated",1,Cyclophosphamide,0,Bicalutamide,0,
276,"Charcoal, activaZtjed","Charcoal, activated","Charcoal, activated",1,Cyclophosphamide,0,Bicalutamide,0,
277,ChlorambucikChlorambucil,Chlorambucil,Chloramphenicol,0,Chlorine base compound,0,Isoniazid/rifampicin,0,
278,Chorambucil,Chlorambucil,Chlorambucil,1,Rifampicin,0,Chloramphenicol,0,
279,ChlorambuGil,Chlorambucil,Chlorambucil,1,Chloramphenicol,0,Chloroquine,0,
280,ChlorampCenicol,Chloramphenicol,Chloramphenicol,1,Chlorambucil,0,Clarithromycin,0,
281,ChloramUphenicol,Chloramphenicol,Chloramphenicol,1,Chlorambucil,0,Clarithromycin,0,
282,Chlorampheniccol,Chloramphenicol,Chloramphenicol,1,Chlorambucil,0,Clarithromycin,0,
283,Chlorheidine,Chlorhexidine,Chloroquine,0,Chlorhexidine,1,Clozapine,0,
284,Chlorhexiine,Chlorhexidine,Chloroquine,0,Clomifene,0,Clozapine,0,
285,Chlohexidine,Chlorhexidine,Fluoxetine,0,Clozapine,0,Chlorhexidine,1,
286,Chohexidine,Chlorhexidine,Clozapine,0,Codeine,0,Calamine,0,
287,Chlorine base comfound,Chlorine base compound,Chlorine base compound,1,Glass ionomer cement,0,Suramin sodium,0,
288,Chlorine basehcomfound,Chlorine base compound,Chlorine base compound,1,Chloramphenicol,0,Spironolactone,0,
289,Chlorine base comHound,Chlorine base compound,Chlorine base compound,1,Glass ionomer cement,0,Suramin sodium,0,
290,ChloroquGne,Chloroquine,Chloroquine,1,Chlorhexidine,0,Clomifene,0,
291,ChloroauGne,Chloroquine,Chloroquine,1,Clozapine,0,Calamine,0,
292,Chloroquie,Chloroquine,Chloroquine,1,Fluoride,0,Glucose,0,
293,Chloroxyenol,Chloroxylenol,Chloroquine,0,Chloroxylenol,1,Verapamil,0,
294,mChloroxylenol,Chloroxylenol,Chloroxylenol,1,Chlorhexidine,0,Clofazimine,0,
295,Chlorpromaozine,Chlorpromazine,Chlorpromazine,1,Clotrimazole,0,Fluphenazine,0,
296,Chlorprosazine,Chlorpromazine,Chlorpromazine,1,Fluphenazine,0,Clotrimazole,0,
297,Chborprosazine,Chlorpromazine,Chlorpromazine,1,Pyridoxine,0,Hydralazine,0,
298,Chmlorpromazine,Chlorpromazine,Chlorpromazine,1,Clotrimazole,0,Fluphenazine,0,
299,CholRra vaccine,Cholera vaccine,Cholera vaccine,1,Dengue vaccine,0,Miltefosine,0,
300,Ciclosporion,Ciclosporin,Ciclosporin,1,Cycloserine,0,Cyclizine,0,
301,Ciproloxacin,Ciprofloxacin,Ciprofloxacin,1,Carbetocin,0,Moxifloxacin,0,
302,Ciprofjloxacin,Ciprofloxacin,Ciprofloxacin,1,Levofloxacin,0,Moxifloxacin,0,
303,Ciprofjljoxacin,Ciprofloxacin,Ciprofloxacin,1,Moxifloxacin,0,Levofloxacin,0,
304,Ciprofoxacin,Ciprofloxacin,Ciprofloxacin,1,Irinotecan,0,Moxifloxacin,0,
305,iprofoxacin,Ciprofloxacin,Ciprofloxacin,1,Irinotecan,0,Paromomycin,0,
306,Cisvlatin,Cisplatin,Cisplatin,1,Colistin,0,Cyclizine,0,
307,qisvlatin,Cisplatin,Cisplatin,1,Nystatin,0,Biperiden,0,
308,Clarithromyin,Clarithromycin,Clarithromycin,1,Chloroquine,0,Clomipramine,0,
309,Clarihromyin,Clarithromycin,Chloroquine,0,Chlorhexidine,0,Leuprorelin,0,
310,Clindamyyin,Clindamycin,Clindamycin,1,Bleomycin,0,Codeine,0,
311,ClindamyyimClindamyyin,Clindamycin,Bendamustine,0,Phytomenadione,0,Clindamycin,1,
312,Clijndamycin,Clindamycin,Clindamycin,1,Clarithromycin,0,Gentamicin,0,
313,ClindamyciClindamycin,Clindamycin,Pneumococcal vaccine,0,Penicillamine,0,Phenoxymethylpenicillin,0,
314,Clofazsimine,Clofazimine,Clofazimine,1,Clomipramine,0,Chlorhexidine,0,
315,ClomiprQamine,Clomipramine,Clomipramine,1,Clofazimine,0,Lamotrigine,0,
316,ClomiprOQamine,Clomipramine,Clomipramine,1,Clofazimine,0,Deferoxamine,0,
317,Clomipqramine,Clomipramine,Clomipramine,1,Clofazimine,0,Chlorhexidine,0,
318,ClomipqraminCe,Clomipramine,Clomipramine,1,Clofazimine,0,Chlorhexidine,0,
319,Clipidogrel,Clopidogrel,Clopidogrel,1,Calcipotriol,0,Haloperidol,0,
320,ClipidogreLClipidogrel,Clopidogrel,Levodopa/carbidopa,0,Colecalciferol,0,Calcipotriol,0,
321,Clotimazole,Clotrimazole,Clotrimazole,1,Fluconazole,0,Methimazole,0,
322,Clotrimazoe,Clotrimazole,Clotrimazole,1,Ketamine,0,Chloroquine,0,
323,Coxacillin,Cloxacillin,Cloxacillin,1,Amoxicillin,0,Cefazolin,0,
324,Coxacllin,Cloxacillin,Cloxacillin,1,Colistin,0,Calcium,0,
325,Clozaine,Clozapine,Calamine,0,Naloxone,0,Cefixime,0,
326,Clgozapine,Clozapine,Clozapine,1,Clomifene,0,Clofazimine,0,
327,ClgEozapine,Clozapine,Clozapine,1,Clomifene,0,Clofazimine,0,
328,Coagulation factogr IX,Coagulation factor IX,Coagulation factor IX,1,Coagulation factor VIII,0,Cholera vaccine,0,
329,Coaulation factor IX,Coagulation factor IX,Coagulation factor IX,1,Coagulation factor VIII,0,Cholera vaccine,0,
330,Coaulation factor VIII,Coagulation factor VIII,Coagulation factor VIII,1,Coagulation factor IX,0,Cholera vaccine,0,
331,Coauation factor VIII,Coagulation factor VIII,Coagulation factor VIII,1,Sodium chloride,0,Sodium nitrite,0,
332,Coagulation factTor VIII,Coagulation factor VIII,Coagulation factor VIII,1,Coagulation factor IX,0,Cholera vaccine,0,
333,Coagulation bfactTor VIII,Coagulation factor VIII,Coagulation factor VIII,1,Coagulation factor IX,0,Cholera vaccine,0,
334,Coagulation facor VIII,Coagulation factor VIII,Coagulation factor VIII,1,Coagulation factor IX,0,Cholera vaccine,0,
335,Coagultion facor VIII,Coagulation factor VIII,Coagulation factor VIII,1,Coagulation factor IX,0,Cholera vaccine,0,
336,Coa tar,Coal tar,Coal tar,1,Codeine,0,Condoms,0,
337,Ca tar,Coal tar,Coal tar,1,Codeine,0,Condoms,0,
338,Poal tar,Coal tar,Coal tar,1,Phenytoin,0,Realgar,0,
339,CoalKtar,Coal tar,Coal tar,1,Calcium,0,Colistin,0,
340,Codeinde,Codeine,Codeine,1,Ketamine,0,Iodine,0,
341,CodeIinde,Codeine,Codeine,1,Ketamine,0,Iodine,0,
342,Codewne,Codeine,Codeine,1,Iodine,0,Halothane,0,
343,Oodeine,Codeine,Iodine,0,Ethanol,0,Codeine,1,
344,OodGine,Codeine,Iodine,0,Codeine,1,Ethanol,0,
345,Colecaliferol,Colecalciferol,Colecalciferol,1,Sulfasalazine,0,Salicylic acid,0,
346,Colstin,Colistin,Colistin,1,Calcium,0,Coal tar,0,
347,olstin,Colistin,Colistin,1,Calcium,0,Halothane,0,
348,Colistvin,Colistin,Colistin,1,Calcium,0,Abacavir,0,
349,HColistvin,Colistin,Colistin,1,Calcium,0,Abacavir,0,
350,Conboms,Condoms,Condoms,1,Morphine,0,Thiamine,0,
351,Condms,Condoms,Condoms,1,Codeine,0,Senna,0,
352,CondmCondms,Condoms,Condoms,1,Ketamine,0,Ampicillin,0,
353,Codoms,Condoms,Codeine,0,Condoms,1,Iodine,0,
354,CyclizinAe,Cyclizine,Cyclizine,1,Calamine,0,Cefixime,0,
355,CKyclizine,Cyclizine,Cyclizine,1,Calamine,0,Cefixime,0,
356,CKMyclizine,Cyclizine,Cyclizine,1,Mefloquine,0,Naloxone,0,
357,Cycizine,Cyclizine,Cyclizine,1,Cefixime,0,Calamine,0,
358,CyVclophosphamide,Cyclophosphamide,Cyclophosphamide,1,Niclosamide,0,Ifosfamide,0,
359,Cytarabcne,Cytarabine,Cytarabine,1,Fludarabine,0,Atropine,0,
360,Cytaraine,Cytarabine,Ketamine,0,Methadone,0,Cefixime,0,
361,Cytaaine,Cytarabine,Codeine,0,Iodine,0,Halothane,0,
362,DabigatraWn,Dabigatran,Dabigatran,1,Biperiden,0,Ribavirin,0,
363,DabigatrPaWn,Dabigatran,Dabigatran,1,Ribavirin,0,Biperiden,0,
364,DacFarbazine,Dacarbazine,Dacarbazine,1,Procarbazine,0,Cefuroxime,0,
365,DacFarbaziWne,Dacarbazine,Dacarbazine,1,Procarbazine,0,Cefuroxime,0,
366,Dacltasvir,Daclatasvir,Daclatasvir,1,Dasabuvir,0,Dasatinib,0,
367,Dactasvir,Daclatasvir,Daclatasvir,1,Entecavir,0,Dasabuvir,0,
368,DaclLatasvir,Daclatasvir,Daclatasvir,1,Dasabuvir,0,Paclitaxel,0,
369,Paclatasvir/sofosbuvir,Daclatasvir/sofosbuvir,Daclatasvir/sofosbuvir,1,Ledipasvir/sofosbuvir,0,Lopinavir/ritonavir,0,
370,Padlatasvir/sofosbuvir,Daclatasvir/sofosbuvir,Daclatasvir/sofosbuvir,1,Ledipasvir/sofosbuvir,0,Lopinavir/ritonavir,0,
371,Daclatasvir/soosbuvir,Daclatasvir/sofosbuvir,Daclatasvir/sofosbuvir,1,Ledipasvir/sofosbuvir,0,Lopinavir/ritonavir,0,
372,Daclatasvir/soobuvir,Daclatasvir/sofosbuvir,Daclatasvir/sofosbuvir,1,Ledipasvir/sofosbuvir,0,Dolutegravir,0,
373,actinomycin,Dactinomycin,Dactinomycin,1,Spectinomycin,0,Clindamycin,0,
374,actinomyciactinomycin,Dactinomycin,Spectinomycin,0,Dactinomycin,1,Isoniazid/rifampicin,0,
375,Dapctinomycin,Dactinomycin,Dactinomycin,1,Spectinomycin,0,Paromomycin,0,
376,DactinomyciDactinomycin,Dactinomycin,Phenoxymethylpenicillin,0,Isoniazid/rifampicin,0,Intermediate-acting insulin,0,
377,Dapsne,Dapsone,Dapsone,1,Thiamine,0,Mesna,0,
378,Dapsne,Dapsone,Dapsone,1,Thiamine,0,Mesna,0,
379,Dapse,Dapsone,Dapsone,1,Urea,0,Calcium,0,
380,TDapsone,Dapsone,Dapsone,1,Thiamine,0,Dopamine,0,
381,DarIunavir,Darunavir,Darunavir,1,Ritonavir,0,Dasabuvir,0,
382,DarIunjavir,Darunavir,Darunavir,1,Ritonavir,0,Dasabuvir,0,
383,DasabHuvir,Dasabuvir,Dasabuvir,1,Darunavir,0,Abacavir,0,
384,DamsabHuvir,Dasabuvir,Dasabuvir,1,Darunavir,0,Entecavir,0,
385,Dnsabuvir,Dasabuvir,Dasabuvir,1,Darunavir,0,Entecavir,0,
386,Dasauuvir,Dasabuvir,Abacavir,0,Entecavir,0,Succimer,0,
387,DasauEvir,Dasabuvir,Abacavir,0,Entecavir,0,Succimer,0,
388,asatinib,Dasatinib,Dasatinib,1,Imatinib,0,Erlotinib,0,
389,Dasatiib,Dasatinib,Dasatinib,1,Timolol,0,Nystatin,0,
390,asatiib,Dasatinib,Phenytoin,0,Halothane,0,Senna,0,
391,Dasatirnib,Dasatinib,Dasatinib,1,Docetaxel,0,Imatinib,0,
392,DasatQirnib,Dasatinib,Dasatinib,1,Rituximab,0,Imatinib,0,
393,DaunorubiciUn,Daunorubicin,Daunorubicin,1,Doxorubicin,0,Enoxaparin,0,
394,Iaunorubicin,Daunorubicin,Daunorubicin,1,Enoxaparin,0,Meropenem,0,
395,Iauworubicin,Daunorubicin,Oxytocin,0,Meropenem,0,Amikacin,0,
396,Deferoxeamine,Deferoxamine,Deferoxamine,1,Cefuroxime,0,Doxorubicin,0,
397,Deferoxsmine,Deferoxamine,Deferoxamine,1,Cefuroxime,0,Mifepristone,0,
398,Melamanid,Delamanid,Delamanid,1,Nilotinib,0,Calamine,0,
399,Melamaiid,Delamanid,Succimer,0,Mesna,0,Iodine,0,
400,Delmanid,Delamanid,Delamanid,1,Thiamine,0,Thalidomide,0,
401,DengueD vaccine,Dengue vaccine,Dengue vaccine,1,Typhoid vaccine,0,Measles vaccine,0,
402,Dengues vaccine,Dengue vaccine,Dengue vaccine,1,Typhoid vaccine,0,Mumps vaccine,0,
403,engue vaccine,Dengue vaccine,Dengue vaccine,1,BCG vaccine,0,Mumps vaccine,0,
404,enge vaccine,Dengue vaccine,Dengue vaccine,1,BCG vaccine,0,Mumps vaccine,0,
405,Desmopwressin,Desmopressin,Desmopressin,1,Ibuprofen,0,Vecuronium,0,
406,Desmopwrexssin,Desmopressin,Desmopressin,1,Daunorubicin,0,Ibuprofen,0,
407,Desmoypressin,Desmopressin,Desmopressin,1,Ibuprofen,0,Vecuronium,0,
408,mDexamethasone,Dexamethasone,Dexamethasone,1,Betamethasone,0,Fexinidazole,0,
409,Dexamefthasone,Dexamethasone,Dexamethasone,1,Betamethasone,0,Tetanus vaccine,0,
410,DexamefthaAsone,Dexamethasone,Dexamethasone,1,Betamethasone,0,Tetanus vaccine,0,
411,Dextman 70,Dextran 70,Dextran 70,1,Thiamine,0,Dopamine,0,
412,DextmaW 70,Dextran 70,Dextran 70,1,Diazoxide,0,Tioguanine,0,
413,Diqaphragms,Diaphragms,Diaphragms,1,Diazepam,0,Bisoprolol,0,
414,Diqaphracgms,Diaphragms,Diaphragms,1,Diazepam,0,Desmopressin,0,
415,Diaphrams,Diaphragms,Diaphragms,1,Dapsone,0,Dopamine,0,
416,Diaprams,Diaphragms,Diaphragms,1,Dapsone,0,Dopamine,0,
417,Diaphrams,Diaphragms,Diaphragms,1,Dapsone,0,Dopamine,0,
418,DiaphramDiaphrams,Diaphragms,Epinephrine,0,Trimethoprim,0,Dabigatran,0,
419,DiazeAam,Diazepam,Diazepam,1,Digoxin,0,Iohexol,0,
420,DiazrAam,Diazepam,Diazepam,1,Thiamine,0,Oxygen,0,
421,DCiazepam,Diazepam,Diazepam,1,Tiotropium,0,Lorazepam,0,
422,DCazoxide,Diazoxide,Diazoxide,1,Ethosuximide,0,Diloxanide,0,
423,MCazoxide,Diazoxide,Diazoxide,1,Naloxone,0,Cefixime,0,
424,Diazoxmide,Diazoxide,Diazoxide,1,Diloxanide,0,Ethosuximide,0,
425,DiazoxmidMe,Diazoxide,Diazoxide,1,Diloxanide,0,Dopamine,0,
426,DiazoxSide,Diazoxide,Diazoxide,1,Etoposide,0,Diloxanide,0,
427,DiethylcarbamazinDiethylcarbamazine,Diethylcarbamazine,Telmisartan/hydrochlorothiazide,0,Isoniazid/rifapentine,0,Telmisartan/amlodipine,0,
428,Diethjylcarbamazine,Diethylcarbamazine,Diethylcarbamazine,1,Dacarbazine,0,Hydroxychloroquine,0,
429,DiethylcarbamaFine,Diethylcarbamazine,Diethylcarbamazine,1,Terbinafine,0,Dacarbazine,0,
430,DiethylcarbamaFbne,Diethylcarbamazine,Diethylcarbamazine,1,Dacarbazine,0,Lithium carbonate,0,
431,Digoxn,Digoxin,Digoxin,1,Diazepam,0,Oxygen,0,
432,Digxn,Digoxin,Digoxin,1,Oxygen,0,Thiamine,0,
433,DigoxiDigoxin,Digoxin,Doxorubicin,0,Docusate sodium,0,Dexamethasone,0,
434,Digxin,Digoxin,Digoxin,1,Dapsone,0,Oxygen,0,
435,Dihydroartemisinin/piperaquine phophate,Dihydroartemisinin/piperaquine phosphate,Dihydroartemisinin/piperaquine phosphate,1,Japanese encephalitis vaccine,0,Sulfadoxine/pyrimethamine,0,
436,bihydroartemisinin/piperaquine phosphate,Dihydroartemisinin/piperaquine phosphate,Dihydroartemisinin/piperaquine phosphate,1,Japanese encephalitis vaccine,0,Artesunate/pyronaridine tetraphosphate,0,
437,bihydroartemisinin/piperaquine phosphaTe,Dihydroartemisinin/piperaquine phosphate,Dihydroartemisinin/piperaquine phosphate,1,Japanese encephalitis vaccine,0,Artesunate/pyronaridine tetraphosphate,0,
438,DimeSrcaprol,Dimercaprol,Dimercaprol,1,Melarsoprol,0,Enalapril,0,
439,Diphtheriavaccine,Diphtheria vaccine,Diphtheria vaccine,1,Typhoid vaccine,0,Cholera vaccine,0,
440,Diphteriavaccine,Diphtheria vaccine,Diphtheria vaccine,1,Typhoid vaccine,0,Cholera vaccine,0,
441,Diiphtheria vaccine,Diphtheria vaccine,Diphtheria vaccine,1,Tetanus vaccine,0,Typhoid vaccine,0,
442,Diiphtheria vacciNne,Diphtheria vaccine,Diphtheria vaccine,1,Tetanus vaccine,0,Typhoid vaccine,0,
443,DocetJaxel,Docetaxel,Docetaxel,1,Dasatinib,0,Paclitaxel,0,
444,DUocetJaxel,Docetaxel,Docetaxel,1,Dasatinib,0,Paclitaxel,0,
445,Doceaxel,Docetaxel,Docetaxel,1,Digoxin,0,Timolol,0,
446,Docusate sodim,Docusate sodium,Docusate sodium,1,Dexamethasone,0,Heparin sodium,0,
447,Docusae sodim,Docusate sodium,Docusate sodium,1,Heparin sodium,0,Suramin sodium,0,
448,Dolutwgravir,Dolutegravir,Dolutegravir,1,Raltegravir,0,Thalidomide,0,
449,olutegravir,Dolutegravir,Dolutegravir,1,Raltegravir,0,Azathioprine,0,
450,Doluttegravir,Dolutegravir,Dolutegravir,1,Raltegravir,0,Thalidomide,0,
451,DoluttegrDavir,Dolutegravir,Dolutegravir,1,Raltegravir,0,Daclatasvir,0,
452,Dolutbegravir/lamivudine/tenofovir,Dolutegravir/lamivudine/tenofovir,Dolutegravir/lamivudine/tenofovir,1,Efavirenz/lamivudine/tenofovir,0,Efavirenz/emtricitabine/tenofovir,0,
453,Dolutgravir/lamivudine/tenofovir,Dolutegravir/lamivudine/tenofovir,Dolutegravir/lamivudine/tenofovir,1,Efavirenz/lamivudine/tenofovir,0,Efavirenz/emtricitabine/tenofovir,0,
454,opamine,Dopamine,Dopamine,1,Quinine,0,Ketamine,0,
455,oamine,Dopamine,Thiamine,0,Iodine,0,Quinine,0,
456,Dopaqine,Dopamine,Dopamine,1,Dapsone,0,Digoxin,0,
457,DopamEne,Dopamine,Dopamine,1,Tioguanine,0,Dapsone,0,
458,DrpamEne,Dopamine,Dopamine,1,Thiamine,0,Tioguanine,0,
459,Doxoyrubicin,Doxorubicin,Doxorubicin,1,Daunorubicin,0,Dexamethasone,0,
460,Doxoyruvbicin,Doxorubicin,Doxorubicin,1,Daunorubicin,0,Dexamethasone,0,
461,moxorubicin,Doxorubicin,Doxorubicin,1,Daunorubicin,0,Azithromycin,0,
462,moxoruGicin,Doxorubicin,Doxorubicin,1,Mupirocin,0,Daunorubicin,0,
463,Doxycycliue,Doxycycline,Doxycycline,1,Diazoxide,0,Glucose,0,
464,Doxycycmine,Doxycycline,Doxycycline,1,Tetracycline,0,Pilocarpine,0,
465,Doxycycbine,Doxycycline,Doxycycline,1,Pilocarpine,0,Tetracycline,0,
466,Doxycyclile,Doxycycline,Doxycycline,1,Tetracycline,0,Levamisole,0,
467,DoxycyclLle,Doxycycline,Doxycycline,1,Diazoxide,0,Glucose,0,
468,Efavirbnz,Efavirenz,Efavirenz,1,Ribavirin,0,Warfarin,0,
469,Efavrenz,Efavirenz,Efavirenz,1,Warfarin,0,Ephedrine,0,
470,Efavairenz,Efavirenz,Efavirenz,1,Warfarin,0,Amiodarone,0,
471,Efavirenz/emtricitabine/tenofovr,Efavirenz/emtricitabine/tenofovir,Efavirenz/emtricitabine/tenofovir,1,Efavirenz/lamivudine/tenofovir,0,Emtricitabine/tenofovir,0,
472,Efavirenz/emtrcitabine/tenofovr,Efavirenz/emtricitabine/tenofovir,Efavirenz/emtricitabine/tenofovir,1,Efavirenz/lamivudine/tenofovir,0,Emtricitabine/tenofovir,0,
473,Efavirenz/emtricitabine/tenofovBir,Efavirenz/emtricitabine/tenofovir,Efavirenz/emtricitabine/tenofovir,1,Efavirenz/lamivudine/tenofovir,0,Emtricitabine/tenofovir,0,
474,EfavirenzF/emtricitabine/tenofovir,Efavirenz/emtricitabine/tenofovir,Efavirenz/emtricitabine/tenofovir,1,Efavirenz/lamivudine/tenofovir,0,Emtricitabine/tenofovir,0,
475,Eflornitrine,Eflornithine,Eflornithine,1,Ergometrine,0,Permethrin,0,
476,Rflornitrine,Eflornithine,Eflornithine,1,Permethrin,0,Fluoxetine,0,
477,Eflornithjine,Eflornithine,Eflornithine,1,Fluoxetine,0,Ivermectin,0,
478,Empaglifloin,Empagliflozin,Empagliflozin,1,Ampicillin,0,Ibuprofen,0,
479,Epaglifloin,Empagliflozin,Ibuprofen,0,Riboflavin,0,Empagliflozin,1,
480,Emticitabine/tenofovir,Emtricitabine/tenofovir,Emtricitabine/tenofovir,1,Atazanavir/ritonavir,0,Artesunate/amodiaquine,0,
481,Emicitabine/tenofovir,Emtricitabine/tenofovir,Emtricitabine/tenofovir,1,Isosorbide dinitrate,0,Atazanavir/ritonavir,0,
482,Emtricitaine/tenofovir,Emtricitabine/tenofovir,Emtricitabine/tenofovir,1,Atazanavir/ritonavir,0,Artesunate/amodiaquine,0,
483,Emtricitain/tenofovir,Emtricitabine/tenofovir,Emtricitabine/tenofovir,1,Abacavir/lamivudine,0,Piperacillin/tazobactam,0,
484,EnaJlapril,Enalapril,Enalapril,1,Dimercaprol,0,Enoxaparin,0,
485,EnaJlaprEil,Enalapril,Enalapril,1,Dimercaprol,0,Enoxaparin,0,
486,Enlapril,Enalapril,Enalapril,1,Allopurinol,0,Fentanyl,0,
487,Enlpril,Enalapril,Enalapril,1,Fentanyl,0,Iohexol,0,
488,EnalaprWl,Enalapril,Enalapril,1,Timolol,0,Imatinib,0,
489,EnalapWWl,Enalapril,Timolol,0,Enalapril,1,Ethanol,0,
490,Enoxapain,Enoxaparin,Tamoxifen,0,Enoxaparin,1,Amikacin,0,
491,Enoxaparhn,Enoxaparin,Enoxaparin,1,Tamoxifen,0,Lorazepam,0,
492,EnoxaparhfEnoxaparhn,Enoxaparin,Moxifloxacin,0,Enoxaparin,1,Diethylcarbamazine,0,
493,Enoxaplarin,Enoxaparin,Enoxaparin,1,Oxaliplatin,0,Amoxicillin,0,
494,Enoxyaplarin,Enoxaparin,Enoxaparin,1,Oxaliplatin,0,Amoxicillin,0,
495,EntecaviMr,Entecavir,Entecavir,1,Abacavir,0,Amikacin,0,
496,Ephedrdine,Ephedrine,Ephedrine,1,Ranitidine,0,Amodiaquine,0,
497,EphSdrine,Ephedrine,Ephedrine,1,Halothane,0,Amiodarone,0,
498,wphSdrine,Ephedrine,Ephedrine,1,Iodine,0,Codeine,0,
499,Ehedrine,Ephedrine,Iodine,0,Ethanol,0,Atropine,0,
500,Eedrine,Ephedrine,Iodine,0,Ethanol,0,Atropine,0,
501,Epinphrine,Epinephrine,Epinephrine,1,Ephedrine,0,Dopamine,0,
502,EpinAphrine,Epinephrine,Epinephrine,1,Azathioprine,0,Amiodarone,0,
503,EninAphrine,Epinephrine,Epinephrine,1,Azathioprine,0,Amiodarone,0,
504,Equine rabies immunolobulin,Equine rabies immunoglobulin,Equine rabies immunoglobulin,1,Anti-rabies immunoglobulin,0,Anti-tetanus immunoglobulin,0,
505,Equinde rabies immunoglobulin,Equine rabies immunoglobulin,Equine rabies immunoglobulin,1,Anti-rabies immunoglobulin,0,Antivenom immunoglobulin,0,
506,Ercgocalciferol,Ergocalciferol,Ergocalciferol,1,Colecalciferol,0,Aciclovir,0,
507,Ergocaciferol,Ergocalciferol,Ergocalciferol,1,Colecalciferol,0,Abacavir,0,
508,ErgoWcalciferol,Ergocalciferol,Ergocalciferol,1,Colecalciferol,0,Propylthiouracil,0,
509,ErgocWcalciferol,Ergocalciferol,Ergocalciferol,1,Colecalciferol,0,Propylthiouracil,0,
510,Ergometrie,Ergometrine,Ergometrine,1,Artemether,0,Irinotecan,0,
511,ErgomeBrine,Ergometrine,Ergometrine,1,Epinephrine,0,Azathioprine,0,
512,Erlodtinib,Erlotinib,Erlotinib,1,Halothane,0,Ibrutinib,0,
513,Erlotxinib,Erlotinib,Erlotinib,1,Nilotinib,0,Imatinib,0,
514,Erythromyin,Erythromycin,Ephedrine,0,Erythromycin,1,Imatinib,0,
515,Erythromypin,Erythromycin,Erythromycin,1,Azithromycin,0,Clarithromycin,0,
516,Erythromygin,Erythromycin,Erythromycin,1,Azithromycin,0,Clarithromycin,0,
517,Erythropoiesis-stimulatin agents,Erythropoiesis-stimulating agents,Erythropoiesis-stimulating agents,1,Amoxicillin/clavulanic acid,0,Medroxyprogesterone acetate,0,
518,Erythropoiesis-stimuhlating agents,Erythropoiesis-stimulating agents,Erythropoiesis-stimulating agents,1,Amoxicillin/clavulanic acid,0,Artesunate/amodiaquine,0,
519,Erythropoiesis-stimuhlKating agents,Erythropoiesis-stimulating agents,Erythropoiesis-stimulating agents,1,Ethinylestradiol/etonogestrel,0,Amoxicillin/clavulanic acid,0,
520,Estradiol cypionate/medroxyprogesterone acette,Estradiol cypionate/medroxyprogesterone acetate,Estradiol cypionate/medroxyprogesterone acetate,1,Medroxyprogesterone acetate,0,Artesunate/pyronaridine tetraphosphate,0,
521,Estradiol cypionate/medroxyprogesterone acete,Estradiol cypionate/medroxyprogesterone acetate,Estradiol cypionate/medroxyprogesterone acetate,1,Medroxyprogesterone acetate,0,Artesunate/pyronaridine tetraphosphate,0,
522,Ethambutl,Ethambutol,Ethambutol,1,Ethanol,0,Ethionamide,0,
523,Ethambupol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,1,Isoniazid/pyrazinamide/rifampicin,0,Ethambutol/isoniazid/rifampicin,0,
524,Eteambupol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,1,Isoniazid/pyrazinamide/rifampicin,0,Ethambutol/isoniazid/rifampicin,0,
525,Ethambutol/isniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,1,Isoniazid/pyrazinamide/rifampicin,0,Ethambutol/isoniazid/rifampicin,0,
526,Ethambutol/isniazid/pyazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,1,Ethambutol/isoniazid/rifampicin,0,Isoniazid/pyrazinamide/rifampicin,0,
