Column1,Typo,Target,Match 1,Match 12,Match 2,Match 22,Match 3,Column4,Column5
264,Ceftazidime/aqvibactam,Ceftazidime/avibactam,Ceftazidime/avibactam,1,Ceftazidime,0,Cefotaxime,0,
265,Ceftazidicme/aqvibactam,Ceftazidime/avibactam,Ceftazidime/avibactam,1,Ceftazidime,0,Cefazolin,0,
266,Cfftriaxone,Ceftriaxone,Ceftriaxone,1,Clotrimazole,0,Iodine,0,
267,Ceftiaxone,Ceftriaxone,Ceftriaxone,1,Cefotaxime,0,Cefixime,0,
268,Ceftriacxone,Ceftriaxone,Ceftriaxone,1,Cefotaxime,0,Tetracaine,0,
269,CXeftriacxone,Ceftriaxone,Ceftriaxone,1,Tetracaine,0,Cefotaxime,0,
270,Cefuoxime,Cefuroxime,Cefuroxime,1,Cefotaxime,0,Cefixime,0,
271,CefuroximtCefuroxime,Cefuroxime,Cefuroxime,1,Cefotaxime,0,Cefixime,0,
272,CdfuroximtCefuroxime,Cefuroxime,Cefuroxime,1,Cefotaxime,0,Cefixime,0,
273,Cfuroxime,Cefuroxime,Cefuroxime,1,Cefotaxime,0,Cefixime,0,
274,"Charcoal,activated","Charcoal, activated","Charcoal, activated",1,Coal tar,0,Carboplatin,0,
275,"Charcoal, activatjed","Charcoal, activated","Charcoal, activated",1,Coal tar,0,Folic acid,0,
276,"Charcoal, activaZtjed","Charcoal, activated","Charcoal, activated",1,Coal tar,0,Folic acid,0,
277,ChlorambucikChlorambucil,Chlorambucil,Chlorambucil,1,Aciclovir,0,Chloramphenicol,0,
278,Chorambucil,Chlorambucil,Chlorambucil,1,Chloramphenicol,0,Ethambutol,0,
279,ChlorambuGil,Chlorambucil,Chlorambucil,1,Chloramphenicol,0,Chloroquine,0,
280,ChlorampCenicol,Chloramphenicol,Chloramphenicol,1,Chlorambucil,0,Chloroxylenol,0,
281,ChloramUphenicol,Chloramphenicol,Chloramphenicol,1,Chlorambucil,0,Chloroxylenol,0,
282,Chlorampheniccol,Chloramphenicol,Chloramphenicol,1,Chlorambucil,0,Chloroxylenol,0,
283,Chlorheidine,Chlorhexidine,Chlorhexidine,1,Iodine,0,Potassium chloride,0,
284,Chlorhexiine,Chlorhexidine,Chlorhexidine,1,Chloroquine,0,Codeine,0,
285,Chlohexidine,Chlorhexidine,Chlorhexidine,1,Iodine,0,Potassium chloride,0,
286,Chohexidine,Chlorhexidine,Chlorhexidine,1,Iodine,0,Codeine,0,
287,Chlorine base comfound,Chlorine base compound,Chlorine base compound,1,Chloroquine,0,Iodine,0,
288,Chlorine basehcomfound,Chlorine base compound,Chlorine base compound,1,Chloroquine,0,Clozapine,0,
289,Chlorine base comHound,Chlorine base compound,Chlorine base compound,1,Chloroquine,0,Iodine,0,
290,ChloroquGne,Chloroquine,Chloroquine,1,Hydroxychloroquine,0,Chlorpromazine,0,
291,ChloroauGne,Chloroquine,Chloroquine,1,Hydroxychloroquine,0,Chlorpromazine,0,
292,Chloroquie,Chloroquine,Chloroquine,1,Hydroxychloroquine,0,Potassium chloride,0,
293,Chloroxyenol,Chloroxylenol,Chloroxylenol,1,Oxygen,0,Chloramphenicol,0,
294,mChloroxylenol,Chloroxylenol,Chloroxylenol,1,Oxygen,0,Chloramphenicol,0,
295,Chlorpromaozine,Chlorpromazine,Chlorpromazine,1,Chloroquine,0,Clomipramine,0,
296,Chlorprosazine,Chlorpromazine,Chlorpromazine,1,Chloroquine,0,Clomipramine,0,
297,Chborprosazine,Chlorpromazine,Chlorpromazine,1,Chloroquine,0,Procarbazine,0,
298,Chmlorpromazine,Chlorpromazine,Chlorpromazine,1,Chloroquine,0,Primaquine,0,
299,CholRra vaccine,Cholera vaccine,Cholera vaccine,1,Japanese encephalitis vaccine,0,Tick-borne encephalitis vaccine,0,
300,Ciclosporion,Ciclosporin,Ciclosporin,1,Cycloserine,0,Risperidone,0,
301,Ciproloxacin,Ciprofloxacin,Ciprofloxacin,1,Ofloxacin,0,Cloxacillin,0,
302,Ciprofjloxacin,Ciprofloxacin,Ciprofloxacin,1,Ofloxacin,0,Moxifloxacin,0,
303,Ciprofjljoxacin,Ciprofloxacin,Ciprofloxacin,1,Ofloxacin,0,Levofloxacin,0,
304,Ciprofoxacin,Ciprofloxacin,Ciprofloxacin,1,Ofloxacin,0,Moxifloxacin,0,
305,iprofoxacin,Ciprofloxacin,Ciprofloxacin,1,Ofloxacin,0,Moxifloxacin,0,
306,Cisvlatin,Cisplatin,Cisplatin,1,Colistin,0,Japanese encephalitis vaccine,0,
307,qisvlatin,Cisplatin,Cisplatin,1,Poliomyelitis vaccine,0,Vinblastine,0,
308,Clarithromyin,Clarithromycin,Clarithromycin,1,Azithromycin,0,Erythromycin,0,
309,Clarihromyin,Clarithromycin,Clarithromycin,1,Azithromycin,0,Erythromycin,0,
310,Clindamyyin,Clindamycin,Clindamycin,1,Calamine,0,Clomipramine,0,
311,ClindamyyimClindamyyin,Clindamycin,Clindamycin,1,Ampicillin,0,Natamycin,0,
312,Clijndamycin,Clindamycin,Clindamycin,1,Natamycin,0,Dactinomycin,0,
313,ClindamyciClindamycin,Clindamycin,Clindamycin,1,Natamycin,0,Ampicillin,0,
314,Clofazsimine,Clofazimine,Clofazimine,1,Calamine,0,Clomifene,0,
315,ClomiprQamine,Clomipramine,Clomipramine,1,Loperamide,0,Dopamine,0,
316,ClomiprOQamine,Clomipramine,Clomipramine,1,Chloroquine,0,Chlorpromazine,0,
317,Clomipqramine,Clomipramine,Clomipramine,1,Loperamide,0,Dopamine,0,
318,ClomipqraminCe,Clomipramine,Clomipramine,1,Loperamide,0,Chlorpromazine,0,
319,Clipidogrel,Clopidogrel,Clopidogrel,1,Calcipotriol,0,Paliperidone,0,
320,ClipidogreLClipidogrel,Clopidogrel,Clopidogrel,1,Calcipotriol,0,Paliperidone,0,
321,Clotimazole,Clotrimazole,Clotrimazole,1,Methimazole,0,Omeprazole,0,
322,Clotrimazoe,Clotrimazole,Clotrimazole,1,Methimazole,0,Chlorpromazine,0,
323,Coxacillin,Cloxacillin,Cloxacillin,1,Amoxicillin,0,Amoxicillin/clavulanic acid,0,
324,Coxacllin,Cloxacillin,Cloxacillin,1,Amoxicillin,0,Amoxicillin/clavulanic acid,0,
325,Clozaine,Clozapine,Clozapine,1,Calamine,0,Clofazimine,0,
326,Clgozapine,Clozapine,Clozapine,1,Pilocarpine,0,Calamine,0,
327,ClgEozapine,Clozapine,Clozapine,1,Clofazimine,0,Pilocarpine,0,
328,Coagulation factogr IX,Coagulation factor IX,Coagulation factor IX,1,Coagulation factor VIII,0,Carboplatin,0,
329,Coaulation factor IX,Coagulation factor IX,Coagulation factor IX,1,Coagulation factor VIII,0,Carboplatin,0,
330,Coaulation factor VIII,Coagulation factor VIII,Coagulation factor VIII,1,Coagulation factor IX,0,Carboplatin,0,
331,Coauation factor VIII,Coagulation factor VIII,Coagulation factor VIII,1,Coagulation factor IX,0,Cisplatin,0,
332,Coagulation factTor VIII,Coagulation factor VIII,Coagulation factor VIII,1,Coagulation factor IX,0,Oxaliplatin,0,
333,Coagulation bfactTor VIII,Coagulation factor VIII,Coagulation factor VIII,1,Coagulation factor IX,0,Oxaliplatin,0,
334,Coagulation facor VIII,Coagulation factor VIII,Coagulation factor VIII,1,Coagulation factor IX,0,Carboplatin,0,
335,Coagultion facor VIII,Coagulation factor VIII,Coagulation factor VIII,1,Coagulation factor IX,0,Colistin,0,
336,Coa tar,Coal tar,Coal tar,1,"Charcoal, activated",0,Levodopa/carbidopa,0,
337,Ca tar,Coal tar,Coal tar,1,Levodopa/carbidopa,0,Cytarabine,0,
338,Poal tar,Coal tar,Coal tar,1,Sulfamethoxazole/trimethoprim,0,Levodopa/carbidopa,0,
339,CoalKtar,Coal tar,Coal tar,1,Hydroxocobalamin,0,Bicalutamide,0,
340,Codeinde,Codeine,Codeine,1,Iodine,0,Cycloserine,0,
341,CodeIinde,Codeine,Codeine,1,Iodine,0,Telmisartan/amlodipine,0,
342,Codewne,Codeine,Codeine,1,Iodine,0,Clomifene,0,
343,Oodeine,Codeine,Codeine,1,Iodine,0,Lamivudine/zidovudine,0,
344,OodGine,Codeine,Iodine,0,Codeine,1,Povidone iodine,0,
345,Colecaliferol,Colecalciferol,Colecalciferol,1,Ergocalciferol,0,Cefiderocol,0,
346,Colstin,Colistin,Colistin,1,Carboplatin,0,Lugol's solution,0,
347,olstin,Colistin,Colistin,1,Vinblastine,0,Cefazolin,0,
348,Colistvin,Colistin,Colistin,1,Cisplatin,0,Carboplatin,0,
349,HColistvin,Colistin,Colistin,1,Cisplatin,0,Oxaliplatin,0,
350,Conboms,Condoms,Condoms,1,Fluconazole,0,Nicotinamide,0,
351,Condms,Condoms,Condoms,1,"Sodium lactate, compound solution",0,Bendamustine,0,
352,CondmCondms,Condoms,Condoms,1,"Sodium lactate, compound solution",0,Clindamycin,0,
353,Codoms,Condoms,Condoms,1,Heparin sodium,0,Suramin sodium,0,
354,CyclizinAe,Cyclizine,Cyclizine,1,Doxycycline,0,Cycloserine,0,
355,CKyclizine,Cyclizine,Cyclizine,1,Doxycycline,0,Cycloserine,0,
356,CKMyclizine,Cyclizine,Cyclizine,1,Iodine,0,Doxycycline,0,
357,Cycizine,Cyclizine,Cyclizine,1,Tetracycline,0,Doxycycline,0,
358,CyVclophosphamide,Cyclophosphamide,Cyclophosphamide,1,Niclosamide,0,Loperamide,0,
359,Cytarabcne,Cytarabine,Cytarabine,1,Tetracaine,0,Carbetocin,0,
360,Cytaraine,Cytarabine,Cytarabine,1,Calamine,0,Dacarbazine,0,
361,Cytaaine,Cytarabine,Cytarabine,1,Calamine,0,Efavirenz/emtricitabine/tenofovir,0,
362,DabigatraWn,Dabigatran,Dabigatran,1,Abiraterone,0,Dacarbazine,0,
363,DabigatrPaWn,Dabigatran,Dabigatran,1,Abiraterone,0,Atropine,0,
364,DacFarbazine,Dacarbazine,Dacarbazine,1,Procarbazine,0,Carbamazepine,0,
365,DacFarbaziWne,Dacarbazine,Dacarbazine,1,Procarbazine,0,Carbamazepine,0,
366,Dacltasvir,Daclatasvir,Daclatasvir,1,Daclatasvir/sofosbuvir,0,Abacavir,0,
367,Dactasvir,Daclatasvir,Daclatasvir,1,Sofosbuvir/velpatasvir,0,Abacavir,0,
368,DaclLatasvir,Daclatasvir,Daclatasvir,1,Daclatasvir/sofosbuvir,0,Raltegravir,0,
369,Paclatasvir/sofosbuvir,Daclatasvir/sofosbuvir,Daclatasvir/sofosbuvir,1,Sofosbuvir,0,Sofosbuvir/velpatasvir,0,
370,Padlatasvir/sofosbuvir,Daclatasvir/sofosbuvir,Daclatasvir/sofosbuvir,1,Sofosbuvir,0,Sofosbuvir/velpatasvir,0,
371,Daclatasvir/soosbuvir,Daclatasvir/sofosbuvir,Daclatasvir/sofosbuvir,1,Daclatasvir,0,Sofosbuvir,0,
372,Daclatasvir/soobuvir,Daclatasvir/sofosbuvir,Daclatasvir/sofosbuvir,1,Daclatasvir,0,Ledipasvir/sofosbuvir,0,
373,actinomycin,Dactinomycin,Dactinomycin,1,Spectinomycin,0,Vancomycin,0,
374,actinomyciactinomycin,Dactinomycin,Dactinomycin,1,Spectinomycin,0,Clindamycin,0,
375,Dapctinomycin,Dactinomycin,Dactinomycin,1,Spectinomycin,0,Vancomycin,0,
376,DactinomyciDactinomycin,Dactinomycin,Dactinomycin,1,Spectinomycin,0,Clindamycin,0,
377,Dapsne,Dapsone,Dapsone,1,Ondansetron,0,Vinblastine,0,
378,Dapsne,Dapsone,Dapsone,1,Ondansetron,0,Vinblastine,0,
379,Dapse,Dapsone,Dapsone,1,Ondansetron,0,Alteplase,0,
380,TDapsone,Dapsone,Dapsone,1,Betamethasone,0,Dexamethasone,0,
381,DarIunavir,Darunavir,Darunavir,1,Ritonavir,0,Ribavirin,0,
382,DarIunjavir,Darunavir,Darunavir,1,Ritonavir,0,Atazanavir/ritonavir,0,
383,DasabHuvir,Dasabuvir,Dasabuvir,1,Darunavir,0,Sofosbuvir,0,
384,DamsabHuvir,Dasabuvir,Dasabuvir,1,Darunavir,0,Sofosbuvir,0,
385,Dnsabuvir,Dasabuvir,Dasabuvir,1,Darunavir,0,Sofosbuvir,0,
386,Dasauuvir,Dasabuvir,Dasabuvir,1,Darunavir,0,Ledipasvir/sofosbuvir,0,
387,DasauEvir,Dasabuvir,Dasabuvir,1,Darunavir,0,Daclatasvir,0,
388,asatinib,Dasatinib,Dasatinib,1,Imatinib,0,Simvastatin,0,
389,Dasatiib,Dasatinib,Dasatinib,1,Imatinib,0,Dasabuvir,0,
390,asatiib,Dasatinib,Dasatinib,1,Imatinib,0,Simvastatin,0,
391,Dasatirnib,Dasatinib,Dasatinib,1,Imatinib,0,Dasabuvir,0,
392,DasatQirnib,Dasatinib,Dasatinib,1,Imatinib,0,Dasabuvir,0,
393,DaunorubiciUn,Daunorubicin,Daunorubicin,1,Doxorubicin,0,Dactinomycin,0,
394,Iaunorubicin,Daunorubicin,Daunorubicin,1,Doxorubicin,0,Vinorelbine,0,
395,Iauworubicin,Daunorubicin,Daunorubicin,1,Doxorubicin,0,Quinine,0,
396,Deferoxeamine,Deferoxamine,Deferoxamine,1,Dopamine,0,Ketamine,0,
397,Deferoxsmine,Deferoxamine,Deferoxamine,1,Furosemide,0,Cefuroxime,0,
398,Melamanid,Delamanid,Delamanid,1,Melphalan,0,Metoclopramide,0,
399,Melamaiid,Delamanid,Delamanid,1,Metoclopramide,0,Oseltamivir,0,
400,Delmanid,Delamanid,Delamanid,1,Diloxanide,0,Budesonide/formoterol,0,
401,DengueD vaccine,Dengue vaccine,Dengue vaccine,1,Human papilloma virus (HPV) vaccine,0,Meningococcal meningitis vaccine,0,
402,Dengues vaccine,Dengue vaccine,Dengue vaccine,1,Japanese encephalitis vaccine,0,Meningococcal meningitis vaccine,0,
403,engue vaccine,Dengue vaccine,Dengue vaccine,1,Japanese encephalitis vaccine,0,Human papilloma virus (HPV) vaccine,0,
404,enge vaccine,Dengue vaccine,Dengue vaccine,1,Human papilloma virus (HPV) vaccine,0,Haemophilus influenzae type b vaccine,0,
405,Desmopwressin,Desmopressin,Desmopressin,1,Retinol,0,Mesna,0,
406,Desmopwrexssin,Desmopressin,Desmopressin,1,Podophyllum resin,0,Retinol,0,
407,Desmoypressin,Desmopressin,Desmopressin,1,Retinol,0,Mesna,0,
408,mDexamethasone,Dexamethasone,Dexamethasone,1,Betamethasone,0,Methadone,0,
409,Dexamefthasone,Dexamethasone,Dexamethasone,1,Betamethasone,0,Methadone,0,
410,DexamefthaAsone,Dexamethasone,Dexamethasone,1,Betamethasone,0,Methadone,0,
411,Dextman 70,Dextran 70,Dextran 70,1,Delamanid,0,Dexamethasone,0,
412,DextmaW 70,Dextran 70,Dextran 70,1,Dexamethasone,0,Sodium calcium edetate,0,
413,Diqaphragms,Diaphragms,Diaphragms,1,Diazepam,0,Asparaginase,0,
414,Diqaphracgms,Diaphragms,Diaphragms,1,Diazepam,0,Asparaginase,0,
415,Diaphrams,Diaphragms,Diaphragms,1,Diazepam,0,Dabigatran,0,
416,Diaprams,Diaphragms,Diaphragms,1,Diazepam,0,Clomipramine,0,
417,Diaphrams,Diaphragms,Diaphragms,1,Diazepam,0,Dabigatran,0,
418,DiaphramDiaphrams,Diaphragms,Diaphragms,1,Diazepam,0,Midazolam,0,
419,DiazeAam,Diazepam,Diazepam,1,Sulfadiazine,0,Midazolam,0,
420,DiazrAam,Diazepam,Diazepam,1,Diaphragms,0,Midazolam,0,
421,DCiazepam,Diazepam,Diazepam,1,Lorazepam,0,Diaphragms,0,
422,DCazoxide,Diazoxide,Diazoxide,1,Acetazolamide,0,Diloxanide,0,
423,MCazoxide,Diazoxide,Diazoxide,1,Acetazolamide,0,Gliclazide,0,
424,Diazoxmide,Diazoxide,Diazoxide,1,Diloxanide,0,Acetazolamide,0,
425,DiazoxmidMe,Diazoxide,Diazoxide,1,Diloxanide,0,Acetazolamide,0,
426,DiazoxSide,Diazoxide,Diazoxide,1,Diloxanide,0,Gliclazide,0,
427,DiethylcarbamazinDiethylcarbamazine,Diethylcarbamazine,Diethylcarbamazine,1,Carbamazepine,0,Dacarbazine,0,
428,Diethjylcarbamazine,Diethylcarbamazine,Diethylcarbamazine,1,Dacarbazine,0,Carbamazepine,0,
429,DiethylcarbamaFine,Diethylcarbamazine,Diethylcarbamazine,1,Dacarbazine,0,Carbamazepine,0,
430,DiethylcarbamaFbne,Diethylcarbamazine,Diethylcarbamazine,1,Dacarbazine,0,Carbamazepine,0,
431,Digoxn,Digoxin,Digoxin,1,Phytomenadione,0,Diloxanide,0,
432,Digxn,Digoxin,Digoxin,1,Loratadine,0,Iodine,0,
433,DigoxiDigoxin,Digoxin,Digoxin,1,Iodine,0,Moxifloxacin,0,
434,Digxin,Digoxin,Digoxin,1,Diphtheria antitoxin,0,Silver sulfadiazine,0,
435,Dihydroartemisinin/piperaquine phophate,Dihydroartemisinin/piperaquine phosphate,Dihydroartemisinin/piperaquine phosphate,1,Primaquine,0,Hydrocortisone,0,
436,bihydroartemisinin/piperaquine phosphate,Dihydroartemisinin/piperaquine phosphate,Dihydroartemisinin/piperaquine phosphate,1,Primaquine,0,Quinine,0,
437,bihydroartemisinin/piperaquine phosphaTe,Dihydroartemisinin/piperaquine phosphate,Dihydroartemisinin/piperaquine phosphate,1,Primaquine,0,Quinine,0,
438,DimeSrcaprol,Dimercaprol,Dimercaprol,1,Melarsoprol,0,Omeprazole,0,
439,Diphtheriavaccine,Diphtheria vaccine,Diphtheria vaccine,1,Diphtheria antitoxin,0,Cholera vaccine,0,
440,Diphteriavaccine,Diphtheria vaccine,Diphtheria vaccine,1,Cholera vaccine,0,Diphtheria antitoxin,0,
441,Diiphtheria vaccine,Diphtheria vaccine,Diphtheria vaccine,1,Tick-borne encephalitis vaccine,0,BCG vaccine,0,
442,Diiphtheria vacciNne,Diphtheria vaccine,Diphtheria vaccine,1,Diphtheria antitoxin,0,Cholera vaccine,0,
443,DocetJaxel,Docetaxel,Docetaxel,1,Paclitaxel,0,Cefotaxime,0,
444,DUocetJaxel,Docetaxel,Docetaxel,1,Paclitaxel,0,Cefotaxime,0,
445,Doceaxel,Docetaxel,Docetaxel,1,Lidocaine,0,Lidocaine/epinephrine,0,
446,Docusate sodim,Docusate sodium,Docusate sodium,1,Sodium calcium edetate,0,"Sodium lactate, compound solution",0,
447,Docusae sodim,Docusate sodium,Docusate sodium,1,Glucose with sodium chloride,0,Suramin sodium,0,
448,Dolutwgravir,Dolutegravir,Dolutegravir,1,Dolutegravir/lamivudine/tenofovir,0,Raltegravir,0,
449,olutegravir,Dolutegravir,Dolutegravir,1,Dolutegravir/lamivudine/tenofovir,0,Raltegravir,0,
450,Doluttegravir,Dolutegravir,Dolutegravir,1,Dolutegravir/lamivudine/tenofovir,0,Raltegravir,0,
451,DoluttegrDavir,Dolutegravir,Dolutegravir,1,Dolutegravir/lamivudine/tenofovir,0,Raltegravir,0,
452,Dolutbegravir/lamivudine/tenofovir,Dolutegravir/lamivudine/tenofovir,Dolutegravir/lamivudine/tenofovir,1,Lamivudine,0,Abacavir/lamivudine,0,
453,Dolutgravir/lamivudine/tenofovir,Dolutegravir/lamivudine/tenofovir,Dolutegravir/lamivudine/tenofovir,1,Lamivudine,0,Abacavir/lamivudine,0,
454,opamine,Dopamine,Dopamine,1,Protamine sulfate,0,Clomipramine,0,
455,oamine,Dopamine,Dopamine,1,Sulfadoxine/pyrimethamine,0,Silver diamine fluoride,0,
456,Dopaqine,Dopamine,Dopamine,1,Lidocaine,0,Lidocaine/epinephrine,0,
457,DopamEne,Dopamine,Dopamine,1,Clomipramine,0,Deferoxamine,0,
458,DrpamEne,Dopamine,Dopamine,1,Deferoxamine,0,Mesna,0,
459,Doxoyrubicin,Doxorubicin,Doxorubicin,1,Daunorubicin,0,Doxycycline,0,
460,Doxoyruvbicin,Doxorubicin,Doxorubicin,1,Daunorubicin,0,Doxycycline,0,
461,moxorubicin,Doxorubicin,Doxorubicin,1,Daunorubicin,0,Amoxicillin,0,
462,moxoruGicin,Doxorubicin,Doxorubicin,1,Amoxicillin,0,Oxytocin,0,
463,Doxycycliue,Doxycycline,Doxycycline,1,Cyclizine,0,Urea,0,
464,Doxycycmine,Doxycycline,Doxycycline,1,Dopamine,0,Oxytocin,0,
465,Doxycycbine,Doxycycline,Doxycycline,1,Oxytocin,0,Cyclizine,0,
466,Doxycyclile,Doxycycline,Doxycycline,1,Cyclizine,0,Hydroxychloroquine,0,
467,DoxycyclLle,Doxycycline,Doxycycline,1,Hydroxychloroquine,0,Cyclizine,0,
468,Efavirbnz,Efavirenz,Efavirenz,1,Efavirenz/lamivudine/tenofovir,0,Efavirenz/emtricitabine/tenofovir,0,
469,Efavrenz,Efavirenz,Efavirenz,1,Efavirenz/emtricitabine/tenofovir,0,Efavirenz/lamivudine/tenofovir,0,
470,Efavairenz,Efavirenz,Efavirenz,1,Efavirenz/lamivudine/tenofovir,0,Efavirenz/emtricitabine/tenofovir,0,
471,Efavirenz/emtricitabine/tenofovr,Efavirenz/emtricitabine/tenofovir,Efavirenz/emtricitabine/tenofovir,1,Efavirenz,0,Emtricitabine/tenofovir,0,
472,Efavirenz/emtrcitabine/tenofovr,Efavirenz/emtricitabine/tenofovir,Efavirenz/emtricitabine/tenofovir,1,Efavirenz,0,Efavirenz/lamivudine/tenofovir,0,
473,Efavirenz/emtricitabine/tenofovBir,Efavirenz/emtricitabine/tenofovir,Efavirenz/emtricitabine/tenofovir,1,Efavirenz,0,Emtricitabine/tenofovir,0,
474,EfavirenzF/emtricitabine/tenofovir,Efavirenz/emtricitabine/tenofovir,Efavirenz/emtricitabine/tenofovir,1,Emtricitabine/tenofovir,0,Efavirenz,0,
475,Eflornitrine,Eflornithine,Eflornithine,1,Sertraline,0,Fluoxetine,0,
476,Rflornitrine,Eflornithine,Eflornithine,1,Ranitidine,0,Loratadine,0,
477,Eflornithjine,Eflornithine,Eflornithine,1,Fluoxetine,0,Loratadine,0,
478,Empaglifloin,Empagliflozin,Empagliflozin,1,Iodine,0,Moxifloxacin,0,
479,Epaglifloin,Empagliflozin,Empagliflozin,1,Iodine,0,Mefloquine,0,
480,Emticitabine/tenofovir,Emtricitabine/tenofovir,Emtricitabine/tenofovir,1,Efavirenz/emtricitabine/tenofovir,0,Dolutegravir/lamivudine/tenofovir,0,
481,Emicitabine/tenofovir,Emtricitabine/tenofovir,Emtricitabine/tenofovir,1,Dolutegravir/lamivudine/tenofovir,0,Efavirenz/emtricitabine/tenofovir,0,
482,Emtricitaine/tenofovir,Emtricitabine/tenofovir,Emtricitabine/tenofovir,1,Dolutegravir/lamivudine/tenofovir,0,Efavirenz/emtricitabine/tenofovir,0,
483,Emtricitain/tenofovir,Emtricitabine/tenofovir,Emtricitabine/tenofovir,1,Dolutegravir/lamivudine/tenofovir,0,Efavirenz/emtricitabine/tenofovir,0,
484,EnaJlapril,Enalapril,Enalapril,1,Enoxaparin,0,Realgar,0,
485,EnaJlaprEil,Enalapril,Enalapril,1,Retinol,0,Enoxaparin,0,
486,Enlapril,Enalapril,Enalapril,1,Enoxaparin,0,Melarsoprol,0,
487,Enlpril,Enalapril,Enalapril,1,Lisinopril/amlodipine,0,Lisinopril/hydrochlorothiazide,0,
488,EnalaprWl,Enalapril,Enalapril,1,Realgar,0,Melarsoprol,0,
489,EnalapWWl,Enalapril,Enalapril,1,Mesna,0,Senna,0,
490,Enoxapain,Enoxaparin,Enoxaparin,1,Oxaliplatin,0,Dopamine,0,
491,Enoxaparhn,Enoxaparin,Enoxaparin,1,Oxaliplatin,0,Mesna,0,
492,EnoxaparhfEnoxaparhn,Enoxaparin,Enoxaparin,1,Senna,0,Mesna,0,
493,Enoxaplarin,Enoxaparin,Enoxaparin,1,Oxaliplatin,0,Enalapril,0,
494,Enoxyaplarin,Enoxaparin,Enoxaparin,1,Oxaliplatin,0,Enalapril,0,
495,EntecaviMr,Entecavir,Entecavir,1,Glecaprevir/pibrentasvir,0,Raltegravir,0,
496,Ephedrdine,Ephedrine,Ephedrine,1,Lidocaine/epinephrine,0,Epinephrine,0,
497,EphSdrine,Ephedrine,Ephedrine,1,Lidocaine/epinephrine,0,Epinephrine,0,
498,wphSdrine,Ephedrine,Ephedrine,1,Lidocaine/epinephrine,0,Iodine,0,
499,Ehedrine,Ephedrine,Ephedrine,1,Lidocaine/epinephrine,0,Chlorhexidine,0,
500,Eedrine,Ephedrine,Ephedrine,1,Cycloserine,0,Epinephrine,0,
501,Epinphrine,Epinephrine,Epinephrine,1,Lidocaine/epinephrine,0,Ephedrine,0,
502,EpinAphrine,Epinephrine,Epinephrine,1,Lidocaine/epinephrine,0,Ephedrine,0,
503,EninAphrine,Epinephrine,Epinephrine,1,Lidocaine/epinephrine,0,Senna,0,
504,Equine rabies immunolobulin,Equine rabies immunoglobulin,Equine rabies immunoglobulin,1,Rabies vaccine,0,Anti-rabies immunoglobulin,0,
505,Equinde rabies immunoglobulin,Equine rabies immunoglobulin,Equine rabies immunoglobulin,1,Rabies vaccine,0,Anti-rabies immunoglobulin,0,
506,Ercgocalciferol,Ergocalciferol,Ergocalciferol,1,Colecalciferol,0,Calcium,0,
507,Ergocaciferol,Ergocalciferol,Ergocalciferol,1,Colecalciferol,0,Dimercaprol,0,
508,ErgoWcalciferol,Ergocalciferol,Ergocalciferol,1,Colecalciferol,0,Calcium,0,
509,ErgocWcalciferol,Ergocalciferol,Ergocalciferol,1,Colecalciferol,0,Calcium,0,
510,Ergometrie,Ergometrine,Ergometrine,1,Permethrin,0,Ivermectin,0,
511,ErgomeBrine,Ergometrine,Ergometrine,1,Permethrin,0,Deferoxamine,0,
512,Erlodtinib,Erlotinib,Erlotinib,1,Nilotinib,0,Ibrutinib,0,
513,Erlotxinib,Erlotinib,Erlotinib,1,Nilotinib,0,Glyceryl trinitrate,0,
514,Erythromyin,Erythromycin,Erythromycin,1,Clarithromycin,0,Azithromycin,0,
515,Erythromypin,Erythromycin,Erythromycin,1,Clarithromycin,0,Erythropoiesis-stimulating agents,0,
516,Erythromygin,Erythromycin,Erythromycin,1,Clarithromycin,0,Azithromycin,0,
517,Erythropoiesis-stimulatin agents,Erythropoiesis-stimulating agents,Erythropoiesis-stimulating agents,1,Imatinib,0,Atropine,0,
518,Erythropoiesis-stimuhlating agents,Erythropoiesis-stimulating agents,Erythropoiesis-stimulating agents,1,Atropine,0,Etoposide,0,
519,Erythropoiesis-stimuhlKating agents,Erythropoiesis-stimulating agents,Erythropoiesis-stimulating agents,1,Atropine,0,Erythromycin,0,
520,Estradiol cypionate/medroxyprogesterone acette,Estradiol cypionate/medroxyprogesterone acetate,Estradiol cypionate/medroxyprogesterone acetate,1,Medroxyprogesterone acetate,0,Testosterone,0,
521,Estradiol cypionate/medroxyprogesterone acete,Estradiol cypionate/medroxyprogesterone acetate,Estradiol cypionate/medroxyprogesterone acetate,1,Medroxyprogesterone acetate,0,Testosterone,0,
522,Ethambutl,Ethambutol,Ethambutol,1,Ethambutol/isoniazid/pyrazinamide/rifampicin,0,Ethambutol/isoniazid/rifampicin,0,
523,Ethambupol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,1,Isoniazid/pyrazinamide/rifampicin,0,Rifampicin,0,
524,Eteambupol/isoniazid/pyrazinamide/rifampicin,Ethambutol/isoniazid/pyrazinamide/rifampicin,Isoniazid/pyrazinamide/rifampicin,0,Ethambutol/isoniazid/pyrazinamide/rifampicin,1,Rifampicin,0,
