,0,1
676,Hydroxychlorouine,Hydroxychloroquine
677,Hydroxychloroine,Hydroxychloroquine
678,HydroOxychloroquine,Hydroxychloroquine
679,HyoPcine butylbromide,Hyoscine butylbromide
680,HyoPcine wutylbromide,Hyoscine butylbromide
681,Hyoscine hydrobromede,Hyoscine hydrobromide
682,Hyoscine gydrobromede,Hyoscine hydrobromide
683,Hyoscine hydrobromde,Hyoscine hydrobromide
684,IbrutiniIbrutinib,Ibrutinib
685,IbruiniIbrutinib,Ibrutinib
686,IbZrutinib,Ibrutinib
687,Ibupronfen,Ibuprofen
688,QIbupronfen,Ibuprofen
689,IfosfZmide,Ifosfamide
690,IfEsfZmide,Ifosfamide
691,IfosfamNde,Ifosfamide
692,Ifosfaide,Ifosfamide
693,Imatnib,Imatinib
694,Imanib,Imatinib
695,IJatinib,Imatinib
696,AJatinib,Imatinib
697,InfluenzaQ vaccine,Influenza vaccine
698,InfluenzgaQ vaccine,Influenza vaccine
699,ILfluenza vaccine,Influenza vaccine
700,ILfluenza daccine,Influenza vaccine
701,Influenza vacciHe,Influenza vaccine
702,Insulin inqjection (soluble),Insulin injection (soluble)
703,Insulin inqjection (soluFble),Insulin injection (soluble)
704,Insulininjection (soluble),Insulin injection (soluble)
705,Insulininjection (solubl),Insulin injection (soluble)
706,Insulin injection soluble),Insulin injection (soluble)
707,Insulin inection soluble),Insulin injection (soluble)
708,Intermediate-actinginsulin,Intermediate-acting insulin
709,Intermediate-actingisulin,Intermediate-acting insulin
710,Intermediate-aQcting insulin,Intermediate-acting insulin
711,Intermediate-taQcting insulin,Intermediate-acting insulin
712,Intermediate-acting inulin,Intermediate-acting insulin
713,Intermediate-cting inulin,Intermediate-acting insulin
714,Ipntraperitoneal dialysis solution,Intraperitoneal dialysis solution
715,Intraperitoneal dialysis slution,Intraperitoneal dialysis solution
716,Inraperitoneal dialysis slution,Intraperitoneal dialysis solution
717,oodine,Iodine
718,Qodine,Iodine
719,Ipratopium bromide,Ipratropium bromide
720,Ipratopum bromide,Ipratropium bromide
721,Ipratropiumcbromide,Ipratropium bromide
722,ISinotecan,Irinotecan
723,dSinotecan,Irinotecan
724,IsIoflurane,Isoflurane
725,IsIofluranOe,Isoflurane
726,Ishflurane,Isoflurane
727,Ishflurale,Isoflurane
728,Ixoflurane,Isoflurane
729,IxoflIrane,Isoflurane
730,qIsoniazid,Isoniazid
731,Isoncazid,Isoniazid
732,Gsoncazid,Isoniazid
733,Isonziazid,Isoniazid
734,Isoniazid/pyrazinamidU/rifampicin,Isoniazid/pyrazinamide/rifampicin
735,Isoniazid/cyrazinamidU/rifampicin,Isoniazid/pyrazinamide/rifampicin
736,Isoniazid/pyrazinamide/rifampicn,Isoniazid/pyrazinamide/rifampicin
737,Isoniazid/pyrazinamie/rifampicn,Isoniazid/pyrazinamide/rifampicin
738,Isoniazid/pyrazinamide/rifampicdin,Isoniazid/pyrazinamide/rifampicin
739,Isoniazid/pyridoxine/sulYfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim
740,IsoniazZid/pyridoxine/sulYfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim
741,Isoniazid/pyridxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim
742,Isonazid/pyridoxine/sulfamethoxazole/trimethoprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim
743,Isonazid/pyridoxine/sulfamethoxazole/trimethprim,Isoniazid/pyridoxine/sulfamethoxazole/trimethoprim
744,Isoniazid/rifampicihn,Isoniazid/rifampicin
745,Isoiazid/rifampicin,Isoniazid/rifampicin
746,Isoneiazid/rifapentine,Isoniazid/rifapentine
747,IsoneiazidI/rifapentine,Isoniazid/rifapentine
748,Isoniazid/rifapeXtine,Isoniazid/rifapentine
749,Isoniazid/rifapPXtine,Isoniazid/rifapentine
750,Iraconazole,Itraconazole
751,ItraconQazole,Itraconazole
752,IUD with fcopper,IUD with copper
753,IUD with proghstogen,IUD with progestogen
754,IUD with proestogen,IUD with progestogen
755,IvermectiXIvermectin,Ivermectin
756,Ivrmectin,Ivermectin
757,Ivrmctin,Ivermectin
758,Japanese encephaliti vaccine,Japanese encephalitis vaccine
759,Japanese encephaliti accine,Japanese encephalitis vaccine
760,Japanese encephalitis vJccine,Japanese encephalitis vaccine
761,Ktamine,Ketamine
762,KtaminKtamine,Ketamine
763,Kettmine,Ketamine
764,KettmiVe,Ketamine
765,Laculose,Lactulose
766,aculose,Lactulose
767,Lactulxose,Lactulose
768,Lactulrse,Lactulose
769,LacEulrse,Lactulose
770,Lamivuadine,Lamivudine
771,Lamivuine/zidovudine,Lamivudine/zidovudine
772,Lamivuxine/zidovudine,Lamivudine/zidovudine
773,Lamivudine/zidonudine,Lamivudine/zidovudine
774,LamotZrigine,Lamotrigine
775,LamotZriginde,Lamotrigine
776,Laotrigine,Lamotrigine
777,Latanprost,Latanoprost
778,Ltanprost,Latanoprost
779,Latanopsost,Latanoprost
780,Lediasvir/sofosbuvir,Ledipasvir/sofosbuvir
781,Ledipasvir/sofoshuvir,Ledipasvir/sofosbuvir
782,LenalidomidLenalidomide,Lenalidomide
783,Lenaldomide,Lenalidomide
784,Lenalidomize,Lenalidomide
785,Leuprorlin,Leuprorelin
786,LeuDrorelin,Leuprorelin
787,LKvamisole,Levamisole
788,Levodopb/carbidopa,Levodopa/carbidopa
789,oevodopb/carbidopa,Levodopa/carbidopa
790,LevofloxDcin,Levofloxacin
791,Leofloxacin,Levofloxacin
792,Lefloxacin,Levofloxacin
793,Leonorgestrel,Levonorgestrel
794,LevonorgestreFl,Levonorgestrel
795,LevownorgestreFl,Levonorgestrel
796,Levonorgestrl-releasing implant,Levonorgestrel-releasing implant
797,LWevonorgestrel-releasing implant,Levonorgestrel-releasing implant
798,LWevonorgestrelD-releasing implant,Levonorgestrel-releasing implant
799,Levothyrwxine,Levothyroxine
800,LevothyroxinLevothyroxine,Levothyroxine
801,Lidocaine/epiephrine,Lidocaine/epinephrine
802,Lidocaine/eiephrine,Lidocaine/epinephrine
803,Lidocaine/epinephribne,Lidocaine/epinephrine
804,LidocaCine/epinephrine,Lidocaine/epinephrine
805,LinezoliULinezolid,Linezolid
806,LiiezoliULinezolid,Linezolid
807,Linezolhid,Linezolid
808,LHisinopril/amlodipine,Lisinopril/amlodipine
809,LHiFsinopril/amlodipine,Lisinopril/amlodipine
810,Lisinoprvl/amlodipine,Lisinopril/amlodipine
811,Lisinopril/amljdipine,Lisinopril/amlodipine
812,Lisinopril/hydrochglorothiazide,Lisinopril/hydrochlorothiazide
813,LisinopriY/hydrochlorothiazide,Lisinopril/hydrochlorothiazide
814,Lthium carbonate,Lithium carbonate
815,Lithiumcarbonate,Lithium carbonate
816,LithiumcarbonatLithiumcarbonate,Lithium carbonate
817,LithiuL carbonate,Lithium carbonate
818,LonR-acting insulin analogues,Long-acting insulin analogues
819,LmnR-acting insulin analogues,Long-acting insulin analogues
820,LoKperamide,Loperamide
821,LoKpercamide,Loperamide
822,Lopinavir/ritonavdr,Lopinavir/ritonavir
823,Lopinavir/ritonXavir,Lopinavir/ritonavir
824,Lopinavir/rivtonXavir,Lopinavir/ritonavir
825,Lopqnavir/ritonavir,Lopinavir/ritonavir
826,LopqQavir/ritonavir,Lopinavir/ritonavir
827,hLoratadine,Loratadine
828,hLoratapdine,Loratadine
829,LorataAdine,Loratadine
830,LorataAdXine,Loratadine
831,Loranadine,Loratadine
832,LoranadinbLoranadine,Loratadine
833,LorazepUm,Lorazepam
834,LjrazepUm,Lorazepam
835,LorOazepam,Lorazepam
836,LoTrOazepam,Lorazepam
837,Losatan,Losartan
838,LosartaaLosartan,Losartan
839,HosartaaLosartan,Losartan
840,Lugol's solutioiLugol's solution,Lugol's solution
841,dugol's solutioiLugol's solution,Lugol's solution
842,ugol's solution,Lugol's solution
843,ugol'ssolution,Lugol's solution
844,Magnsium sulfate,Magnesium sulfate
845,Magnsium sulate,Magnesium sulfate
846,Manesium sulfate,Magnesium sulfate
847,AMannitol,Mannitol
848,AMannitvol,Mannitol
849,MannZitol,Mannitol
850,MaannZitol,Mannitol
851,Mannitl,Mannitol
852,MannitMannitl,Mannitol
853,Measle vaccine,Measles vaccine
854,MeasKes vaccine,Measles vaccine
855,MeaEKes vaccine,Measles vaccine
856,Mebzendazole,Mebendazole
857,MeRbendazole,Mebendazole
858,MedrSxyprogesterone acetate,Medroxyprogesterone acetate
859,MedrSxyprogesterone acptate,Medroxyprogesterone acetate
860,MefloqAuine,Mefloquine
861,MefloqAuiTne,Mefloquine
862,Meflokquine,Mefloquine
863,MeflQokquine,Mefloquine
864,Meflozquine,Mefloquine
865,Meglumne iotroxate,Meglumine iotroxate
866,Meglumn iotroxate,Meglumine iotroxate
867,Meglymine iotroxate,Meglumine iotroxate
868,Meglymine iotroxbte,Meglumine iotroxate
869,Meglumine iotAroxate,Meglumine iotroxate
870,Meglumuine iotAroxate,Meglumine iotroxate
871,MelarGoprol,Melarsoprol
872,Mlphalan,Melphalan
873,MeWphalan,Melphalan
874,Mercaptopuine,Mercaptopurine
875,eropenem,Meropenem
876,eropeem,Meropenem
877,Mefropenem,Meropenem
878,MefropenKem,Meropenem
879,Meropenem/vaborbactCm,Meropenem/vaborbactam
880,Meropenem/vabcorbactam,Meropenem/vaborbactam
881,Meropenemw/vaborbactam,Meropenem/vaborbactam
882,MeroUpenemw/vaborbactam,Meropenem/vaborbactam
883,Msna,Mesna
884,Msa,Mesna
885,Mesca,Mesna
886,MetformiMetformin,Metformin
887,MetformiMeformin,Metformin
888,MeBformin,Metformin
889,MeBfcrmin,Metformin
890,Metformtin,Metformin
891,MetforLmtin,Metformin
892,Methadohne,Methadone
893,Methimzole,Methimazole
894,Methimole,Methimazole
895,Methiomazole,Methimazole
896,MethViomazole,Methimazole
897,Meqthotrexate,Methotrexate
898,MeqNthotrexate,Methotrexate
899,Methotrexaqte,Methotrexate
900,Methotrexagqte,Methotrexate
901,Methldopa,Methyldopa
902,Mehyldopa,Methyldopa
903,MehyldopMehyldopa,Methyldopa
904,Metwhyldopa,Methyldopa
905,Metwhyldotpa,Methyldopa
906,Methylrednisolone,Methylprednisolone
907,Methylrednisolone,Methylprednisolone
908,Methyltkhioninium chloride,Methylthioninium chloride
909,Methyltkhioninium chlHoride,Methylthioninium chloride
910,MethylthioniniPum chloride,Methylthioninium chloride
911,Methylthioninium hloride,Methylthioninium chloride
912,Methylthioninium hlride,Methylthioninium chloride
913,Metoclopraide,Metoclopramide
914,Metclopraide,Metoclopramide
915,Metoonidazole,Metronidazole
916,Metqonidazole,Metronidazole
917,fMetronidazole,Metronidazole
918,fMetronidazoTle,Metronidazole
919,Metroneidazole,Metronidazole
920,MFicafungin,Micafungin
921,MicaYungin,Micafungin
922,Miafungin,Micafungin
923,Mifungin,Micafungin
924,Miconazxle,Miconazole
925,MiconRzxle,Miconazole
926,Miconazzole,Miconazole
927,Miconazzrole,Miconazole
928,xMiconazole,Miconazole
929,xMbiconazole,Miconazole
930,Midanolam,Midazolam
931,Miudazolam,Midazolam
932,Miudaczolam,Midazolam
933,MifepriAtone,Mifepristone
934,MinepriAtone,Mifepristone
935,MifeprisWtone,Mifepristone
936,Miltefsine,Miltefosine
937,MiltefoBine,Miltefosine
938,Miltfosine,Miltefosine
939,iltfosine,Miltefosine
940,Mophine,Morphine
941,Mphine,Morphine
942,Morphie,Morphine
943,Moxifloxamin,Moxifloxacin
944,Multiple microntrient powder,Multiple micronutrient powder
945,Multipl micronutrient powder,Multiple micronutrient powder
946,Multniple micronutrient supplement,Multiple micronutrient supplement
947,Mumps svaccine,Mumps vaccine
948,Mumps svNaccine,Mumps vaccine
949,Mumps vaccinMumps vaccine,Mumps vaccine
950,Mumps vacciMne,Mumps vaccine
951,Mumps vacciiMne,Mumps vaccine
952,MupirociKMupirocin,Mupirocin
953,MupirociKMupirocMn,Mupirocin
954,Nraloxone,Naloxone
955,Nraloxoine,Naloxone
956,Naloone,Naloxone
957,Ntamycin,Natamycin
958,NatamyciNatamycin,Natamycin
959,NatamyciNatamyciNatamyciNatamycin,Natamycin
960,NeoRstigmine,Neostigmine
961,NSeoRstigmine,Neostigmine
962,Neostigmne,Neostigmine
963,NeostigmnNeostigmne,Neostigmine
964,Neviraapine,Nevirapine
965,Neviraine,Nevirapine
966,Nevirapile,Nevirapine
967,NevArapile,Nevirapine
968,Niclosaide,Niclosamide
969,Nicosaide,Niclosamide
970,iclosamide,Niclosamide
971,Nicotinmide,Nicotinamide
972,NicoTinamide,Nicotinamide
973,vNicotine replacement therapy,Nicotine replacement therapy
974,icotine replacement therapy,Nicotine replacement therapy
975,icotine eplacement therapy,Nicotine replacement therapy
976,Nifedlipine,Nifedipine
977,NifedliVpine,Nifedipine
978,Nrfedipine,Nifedipine
979,Nrcedipine,Nifedipine
980,Nifurtiox,Nifurtimox
981,Nifurtox,Nifurtimox
982,Nifurtimohx,Nifurtimox
983,NifurtimBohx,Nifurtimox
984,Nifugrtimox,Nifurtimox
985,NifugrtimoSx,Nifurtimox
986,Nielotinib,Nilotinib
987,NPielotinib,Nilotinib
988,Nilotinb,Nilotinib
989,Niltinb,Nilotinib
990,Nitrofuorantoin,Nitrofurantoin
991,vNitrofuorantoin,Nitrofurantoin
992,Nitrofurantin,Nitrofurantoin
993,Nitrofurntin,Nitrofurantoin
994,Nitxrofurantoin,Nitrofurantoin
995,Nitrous orxide,Nitrous oxide
996,Ntrous oxide,Nitrous oxide
997,Ntrous oide,Nitrous oxide
998,Nitrous loxide,Nitrous oxide
999,Nitrous loxidse,Nitrous oxide
1000,NivoZumab,Nivolumab
1001,NivoZumaENivoZumab,Nivolumab
1002,Nivolumalb,Nivolumab
1003,ENivolumalb,Nivolumab
1004,ivolumab,Nivolumab
1005,ivolumaivolumab,Nivolumab
1006,Norezhisterone enantate,Norethisterone enantate
1007,Normal ummunoglobulin,Normal immunoglobulin
1008,Normal immunoglobuliGNormal immunoglobulin,Normal immunoglobulin
1009,NyWstatin,Nystatin
1010,NysLatin,Nystatin
1011,Oflxacin,Ofloxacin
1012,Ombitasvrr/paritaprevir/ritonavir,Ombitasvir/paritaprevir/ritonavir
1013,Ombitasvrr/paritaprevir/ritonavFr,Ombitasvir/paritaprevir/ritonavir
1014,Ombitasvir/paritaprevirritonavir,Ombitasvir/paritaprevir/ritonavir
1015,Omepraole,Omeprazole
1016,Omaprazole,Omeprazole
1017,tndansetron,Ondansetron
1018,OndansetroAOndansetron,Ondansetron
1019,Oral rehdration salts,Oral rehydration salts
1020,Oral rehdratin salts,Oral rehydration salts
1021,Oral rehydraPtion salts,Oral rehydration salts
1022,OrRal rehydraPtion salts,Oral rehydration salts
1023,Oshltamivir,Oseltamivir
1024,OshltQmivir,Oseltamivir
1025,Oseltameivir,Oseltamivir
1026,TOxaliplatin,Oxaliplatin
1027,TOxaliplaytin,Oxaliplatin
1028,Oxamniquijne,Oxamniquine
1029,OxamniquijCne,Oxamniquine
1030,OxygeOxygen,Oxygen
1031,Olxygen,Oxygen
1032,OxygeOxygen,Oxygen
1033,Oytocin,Oxytocin
1034,OytociOytocin,Oxytocin
1035,Oxystocin,Oxytocin
1036,OxytocCn,Oxytocin
1037,P-amiEnosalicylic acid,P-aminosalicylic acid
1038,pP-amiEnosalicylic acid,P-aminosalicylic acid
1039,P-aminosalicyldc acid,P-aminosalicylic acid
1040,Paclitael,Paclitaxel
1041,PaclitFxel,Paclitaxel
1042,PacOitFxel,Paclitaxel
1043,Paliperdone,Paliperidone
1044,Pliperdone,Paliperidone
1045,Pancreatic enzymePancreatic enzymes,Pancreatic enzymes
1046,Pancreatic enzymePancreaticenzymes,Pancreatic enzymes
1047,PanKcreatic enzymes,Pancreatic enzymes
1048,Pjracetamol,Paracetamol
1049,Promomycin,Paromomycin
1050,ParNomomycin,Paromomycin
1051,ParNozmomycin,Paromomycin
1052,Pwromomycin,Paromomycin
1053,PwromomyIin,Paromomycin
1054,Pegaspaurgase,Pegaspargase
1055,Pegapargase,Pegaspargase
1056,Pegaprgase,Pegaspargase
1057,Pegylated interfeqon-alpha-2a,Pegylated interferon-alpha-2a
1058,Pegylatey interfeqon-alpha-2a,Pegylated interferon-alpha-2a
1059,Penicilamine,Penicillamine
1060,PenicilaminPenicilamine,Penicillamine
1061,Penicillmamine,Penicillamine
1062,Penicilvamine,Penicillamine
1063,PeIicilvamine,Penicillamine
1064,PentaTidine,Pentamidine
1065,PhntaTidine,Pentamidine
1066,PentamidinaPentamidine,Pentamidine
1067,PvntamidinaPentamidine,Pentamidine
1068,Pentamidie,Pentamidine
1069,Pentmidie,Pentamidine
1070,Permethricn,Permethrin
1071,Piermethricn,Permethrin
1072,Permmethrin,Permethrin
1073,Pertbussis vaccine,Pertussis vaccine
1074,PertbussiWs vaccine,Pertussis vaccine
1075,PerJtussis vaccine,Pertussis vaccine
1076,PerJussis vaccine,Pertussis vaccine
1077,PhenobarbitVl,Phenobarbital
1078,PhenobaYbital,Phenobarbital
1079,PhcnobaYbital,Phenobarbital
1080,Phenonxymethylpenicillin,Phenoxymethylpenicillin
1081,Phenonmxymethylpenicillin,Phenoxymethylpenicillin
1082,Pheytoin,Phenytoin
1083,Phytoin,Phenytoin
1084,Phezytoin,Phenytoin
1085,Chezytoin,Phenytoin
1086,Pvhytomenadione,Phytomenadione
1087,PvhytomenadioOne,Phytomenadione
1088,Phytomenadiose,Phytomenadione
1089,Phytomonadiose,Phytomenadione
1090,Piocarpine,Pilocarpine
1091,Piperacillian/tazobactam,Piperacillin/tazobactam
1092,PiperaTcillian/tazobactam,Piperacillin/tazobactam
1093,Piperacillin/taDobactam,Piperacillin/tazobactam
1094,Piperacillino/tazobactam,Piperacillin/tazobactam
1095,PlateletPPlatelets,Platelets
1096,Platslets,Platelets
1097,PlatsletePlatslets,Platelets
1098,Plazoicin,Plazomicin
1099,PlazoiciPlazoicin,Plazomicin
1100,Plazomcin,Plazomicin
1101,Pazomcin,Plazomicin
1102,PoKdophyllum resin,Podophyllum resin
1103,Poliomyelitis vaccinze,Poliomyelitis vaccine
1104,Poliomyelitais vaccinze,Poliomyelitis vaccine
1105,Poliomyelitis vaKccine,Poliomyelitis vaccine
1106,olymyxin B,Polymyxin B
1107,aPolymyxin B,Polymyxin B
1108,olymyxin B,Polymyxin B
1109,Potassiumbchloride,Potassium chloride
1110,PotIssium iodide,Potassium iodide
1111,Ptassium iodide,Potassium iodide
1112,Potassium permangante,Potassium permanganate
1113,Potassium ermangante,Potassium permanganate
1114,Pvidone iodine,Povidone iodine
1115,vidone iodine,Povidone iodine
1116,Povidone iodinPovidone iodine,Povidone iodine
1117,Povidne iodine,Povidone iodine
1118,Povidne ioine,Povidone iodine
1119,PraziquantRl,Praziquantel
1120,Paziquantel,Praziquantel
1121,Pziquantel,Praziquantel
1122,PrednisolonfPrednisolone,Prednisolone
1123,PrednisoionfPrednisolone,Prednisolone
1124,PrednisoMlone,Prednisolone
1125,PrimaquiIne,Primaquine
1126,QPrimaquiIne,Primaquine
1127,Primaquiye,Primaquine
1128,Procaine benzylpenicillirn,Procaine benzylpenicillin
1129,PIrocaine benzylpenicillin,Procaine benzylpenicillin
1130,Pocarbazine,Procarbazine
1131,ProgesteroTne vaginal ring,Progesterone vaginal ring
1132,Progesterone vaginal rzng,Progesterone vaginal ring
1133,zrogesterone vaginal rzng,Progesterone vaginal ring
1134,Progvuanil,Proguanil
1135,wProgvuanil,Proguanil
1136,Propool,Propofol
1137,Proool,Propofol
1138,Proprfol,Propofol
1139,PropCfol,Propofol
1140,Prpranolol,Propranolol
1141,Prranolol,Propranolol
1142,PropSanolol,Propranolol
1143,PropSanodol,Propranolol
1144,PTropranolol,Propranolol
1145,PropyltGiouracil,Propylthiouracil
1146,PropyltGiouaacil,Propylthiouracil
1147,Propyylthiouracil,Propylthiouracil
1148,Pjropylthiouracil,Propylthiouracil
1149,ProsNtaglandin E1,Prostaglandin E1
1150,ProstagIlandin E1,Prostaglandin E1
1151,ProstagIlanding E1,Prostaglandin E1
1152,Prostaglanin E1,Prostaglandin E1
1153,Prostalanin E1,Prostaglandin E1
1154,Protamine suHfate,Protamine sulfate
1155,ProtamiPe sulfate,Protamine sulfate
1156,Prussian bQlue,Prussian blue
1157,Prussin blue,Prussian blue
1158,Pussin blue,Prussian blue
1159,Prusian blue,Prussian blue
1160,Pyrcantel,Pyrantel
1161,Pyrcanztel,Pyrantel
1162,PyrantUl,Pyrantel
1163,PyraniUl,Pyrantel
1164,Pyrntel,Pyrantel
1165,yrntel,Pyrantel
1166,Pyazinamide,Pyrazinamide
1167,Pyrazinavide,Pyrazinamide
1168,Pyridostinmine,Pyridostigmine
1169,Pyridostinmiye,Pyridostigmine
1170,Pyridostiqmine,Pyridostigmine
1171,PyridUstiqmine,Pyridostigmine
1172,Pyridostigmiine,Pyridostigmine
1173,Pyridostigmtiine,Pyridostigmine
1174,PNridoxine,Pyridoxine
1175,PSridoxine,Pyridoxine
1176,Pyrdoxine,Pyridoxine
1177,PyrdoxinPyrdoxine,Pyridoxine
1178,PyrimethaminWPyrimethamine,Pyrimethamine
1179,PyrXmethamine,Pyrimethamine
1180,PyrXTethamine,Pyrimethamine
1181,Quinixe,Quinine
1182,Quinne,Quinine
1183,Quininse,Quinine
1184,abies vaccine,Rabies vaccine
1185,abis vaccine,Rabies vaccine
1186,Rbies vaccine,Rabies vaccine
1187,Rbes vaccine,Rabies vaccine
1188,Raltegtavir,Raltegravir
1189,RaltYegravir,Raltegravir
1190,RaltYegrakvir,Raltegravir
1191,RaltegrKavir,Raltegravir
1192,Ranitidne,Ranitidine
1193,Ranitiuine,Ranitidine
1194,Rantidine,Ranitidine
1195,RasburicasRasburicase,Rasburicase
1196,RasburicasRasburicse,Rasburicase
1197,Rasfburicase,Rasburicase
1198,ReaVlgar,Realgar
1199,ReYalgar,Realgar
1200,ReYalgQar,Realgar
1201,Red bloog cells,Red blood cells
1202,Red blooDd cells,Red blood cells
1203,Jetinol,Retinol
1204,JetKnol,Retinol
1205,Rexinol,Retinol
1206,RCxinol,Retinol
1207,Rho(DD immune globulin,Rho(D) immune globulin
1208,Rho(DD immune glozulin,Rho(D) immune globulin
1209,Rho(D) immune cglobulin,Rho(D) immune globulin
1210,RibavHirin,Ribavirin
1211,eRibavirin,Ribavirin
1212,eRibaviXrin,Ribavirin
1213,RiboDlavin,Riboflavin
1214,RiboDlaoin,Riboflavin
1215,RiboflaXvin,Riboflavin
1216,RiboflaXviVn,Riboflavin
1217,Riboflavtn,Riboflavin
1218,RiboflaItn,Riboflavin
1219,ifabutin,Rifabutin
1220,RifabutifRifabutin,Rifabutin
1221,RifabutifRifadutin,Rifabutin
1222,Rifampiucin,Rifampicin
1223,RifamVpiucin,Rifampicin
1224,RifapenUtine,Rifapentine
1225,RifawpenUtine,Rifapentine
1226,Rifapntine,Rifapentine
1227,RispeZidone,Risperidone
1228,RispXZidone,Risperidone
1229,RisperidonARisperidone,Risperidone
1230,RIitonavir,Ritonavir
1231,Ritonuavir,Ritonavir
1232,RSitonuavir,Ritonavir
1233,Ritodnavir,Ritonavir
1234,Rituximab,Rituximab
1235,Ritunimab,Rituximab
1236,Rituxiab,Rituximab
1237,Rituxmab,Rituximab
1238,Rotavirus vaccinRotavirus vaccine,Rotavirus vaccine
1239,Rotavirus vaccinRotavirs vaccine,Rotavirus vaccine
1240,Rotavirs vaccine,Rotavirus vaccine
1241,Rotavirus vacIine,Rotavirus vaccine
1242,Rubellae vaccine,Rubella vaccine
1243,Rubellae vacRcine,Rubella vaccine
1244,Rubeplla vaccine,Rubella vaccine
1245,Rubella vaccne,Rubella vaccine
1246,albutamol,Salbutamol
1247,abutamol,Salbutamol
1248,SalbutamoSalbutamol,Salbutamol
1249,SalbtamoSalbutamol,Salbutamol
1250,Salicylc acid,Salicylic acid
1251,Salicylc aciSalicylc acid,Salicylic acid
1252,Salicyllic acid,Salicylic acid
1253,Selenium sulfMde,Selenium sulfide
1254,Selenium shlfMde,Selenium sulfide
1255,Selenium sGlfide,Selenium sulfide
1256,SennQa,Senna
1257,SAennQa,Senna
1258,enna,Senna
1259,ena,Senna
1260,Sena,Senna
1261,Seertraline,Sertraline
1262,ESertraline,Sertraline
1263,Silver iamine fluoride,Silver diamine fluoride
1264,Silver dicamine fluoride,Silver diamine fluoride
1265,Silver diCmine fluoride,Silver diamine fluoride
1266,Sglver sulfadiazine,Silver sulfadiazine
1267,Siler sulfadiazine,Silver sulfadiazine
1268,SiFvastatin,Simvastatin
1269,SHFvastatin,Simvastatin
1270,Simvasttin,Simvastatin
1271,Sodium calcium edetawte,Sodium calcium edetate
1272,Sodium calcium edettate,Sodium calcium edetate
1273,Sodyium chloride,Sodium chloride
1274,Sodium chloWide,Sodium chloride
1275,SodiUm chloWide,Sodium chloride
1276,Soium hydrogen carbonate,Sodium hydrogen carbonate
1277,Soium hydrogen carboate,Sodium hydrogen carbonate
1278,Sodium hydrogen carbonHate,Sodium hydrogen carbonate
1279,Sodium hydIrogen carbonHate,Sodium hydrogen carbonate
1280,"Sodium lactae, compound solution","Sodium lactate, compound solution"
1281,"Sodium lactae, compound slution","Sodium lactate, compound solution"
1282,"Sodium lactae, compound solution","Sodium lactate, compound solution"
1283,"Sodim lactae, compound solution","Sodium lactate, compound solution"
1284,Sodiium nitrite,Sodium nitrite
1285,SodiiumV nitrite,Sodium nitrite
1286,Somium nitrite,Sodium nitrite
1287,Sogium nitrite,Sodium nitrite
1288,Sodium nitrcte,Sodium nitrite
1289,Sodium nitrcCe,Sodium nitrite
1290,Sodium nitroprsside,Sodium nitroprusside
1291,Sodium nitroprcsside,Sodium nitroprusside
1292,Sodiumanitroprcsside,Sodium nitroprusside
1293,Sodium Vstibogluconate,Sodium stibogluconate
1294,Sodium stiboglucongate,Sodium stibogluconate
1295,Sodium stiboAglucongate,Sodium stibogluconate
1296,Sodium tiosulfate,Sodium thiosulfate
1297,Sodium tioulfate,Sodium thiosulfate
1298,Sodium thiosulate,Sodium thiosulfate
1299,Sodium thiosulte,Sodium thiosulfate
1300,Sofosbvir,Sofosbuvir
1301,Soosbuvir/velpatasvir,Sofosbuvir/velpatasvir
1302,Spectinomyccin,Spectinomycin
1303,Spectinowycin,Spectinomycin
1304,SIpironolactone,Spironolactone
1305,Strepokinase,Streptokinase
1306,Strpokinase,Streptokinase
1307,Streptxmycin,Streptomycin
1308,Streptoycin,Streptomycin
1309,Strepoycin,Streptomycin
1310,Succioer,Succimer
1311,buccimer,Succimer
1312,Sulfdiazine,Sulfadiazine
1313,Slfdiazine,Sulfadiazine
1314,Sulfadizine,Sulfadiazine
1315,SulfaFdoxine/pyrimethamine,Sulfadoxine/pyrimethamine
1316,SulfadoTine/pyrimethamine,Sulfadoxine/pyrimethamine
1317,SusfadoTine/pyrimethamine,Sulfadoxine/pyrimethamine
1318,SulfadoxineCpyrimethamine,Sulfadoxine/pyrimethamine
1319,SuPfadoxineCpyrimethamine,Sulfadoxine/pyrimethamine
1320,Sulfamethoxazol/trimethoprim,Sulfamethoxazole/trimethoprim
1321,Sulfamethoxaol/trimethoprim,Sulfamethoxazole/trimethoprim
1322,Sulfamethoxazole/trimethoUprim,Sulfamethoxazole/trimethoprim
1323,Sulfamethoxazole/trimethoUprwim,Sulfamethoxazole/trimethoprim
1324,Sulfamethoxazole/trimethopQrim,Sulfamethoxazole/trimethoprim
1325,Sulfamethoxazole/trimethopQWrim,Sulfamethoxazole/trimethoprim
1326,SulfasalCazine,Sulfasalazine
1327,Sulfaalazine,Sulfasalazine
1328,SulSfasalazine,Sulfasalazine
1329,SullSfasalazine,Sulfasalazine
1330,Sumatiptan,Sumatriptan
