,0,1
773,нйорэпинефрин,норэпинефрин
774,внкомицин,ванкомицин
775,внкомицн,ванкомицин
776,дегарАеликс,дегареликс
777,дьегареликс,дегареликс
778,винорелбнин,винорелбин
779,винорелбниОн,винорелбин
780,Нвинорелбин,винорелбин
781,НвиТнорелбин,винорелбин
782,винорелФин,винорелбин
783,юкополамин,скополамин
784,скопоеламин,скополамин
785,скопоееламин,скополамин
786,мексилеШин,мексилетин
787,мефсилеШин,мексилетин
788,фенислбутазон,фенилбутазон
789,фенилбутазофенилбутазон,фенилбутазон
790,талазопарэб,талазопариб
791,квабрадин,ивабрадин
792,иваВрадин,ивабрадин
793,ивмВрадин,ивабрадин
794,дезогестэрел,дезогестрел
795,девясил выснкий,девясил высокий
796,девясил выснкиШдевясил выснкий,девясил высокий
797,цитиклин,цитиколин
798,цитииколин,цитиколин
799,цгитииколин,цитиколин
800,морфижморфин,морфин
801,моЕрфин,морфин
802,моЕрЩфин,морфин
803,морфиморфин,морфин
804,цетирореликс,цетрореликс
805,антиртромбин iii,антитромбин iii
806,антиртромбин iiъi,антитромбин iii
807,антитроЁбин iii,антитромбин iii
808,бнтитроЁбин iii,антитромбин iii
809,анттромбин iii,антитромбин iii
810,антромбин iii,антитромбин iii
811,дексантенол,декспантенол
812,декспатенол,декспантенол
813,деспатенол,декспантенол
814,омализумаЕомализумаб,омализумаб
815,фвенибут,фенибут
816,фенъбут,фенибут
817,Ченъбут,фенибут
818,фбенибут,фенибут
819,фбьенибут,фенибут
820,соматропФин,соматропин
821,виниин,винилин
822,инилин,винилин
823,ретиол,ретинол
824,ртиол,ретинол
825,реинол,ретинол
826,ретенол,ретинол
827,цфподоксим,цефподоксим
828,красавка лекарственёая,красавка лекарственная
829,касавка лекарственная,красавка лекарственная
830,касавка леарственная,красавка лекарственная
831,залезлон,залеплон
832,заиезлон,залеплон
833,Малеплон,залеплон
834,Мплеплон,залеплон
835,залеплоЬзалеплон,залеплон
836,ьалеплоЬзалеплон,залеплон
837,клоБетазол,клобетазол
838,анис обыктовенный,анис обыкновенный
839,анис обыктовеннцй,анис обыкновенный
840,анис обыйновенный,анис обыкновенный
841,анис обыйФовенный,анис обыкновенный
842,анис обыкнЫовенный,анис обыкновенный
843,анис обыкнЗЫовенный,анис обыкновенный
844,ломефлоксгцин,ломефлоксацин
845,ромефлоксгцин,ломефлоксацин
846,ломефлоксациломефлоксацин,ломефлоксацин
847,бария суУльфат,бария сульфат
848,бария сулфат,бария сульфат
849,бария улфат,бария сульфат
850,дроэаверин,дротаверин
851,ротаверин,дротаверин
852,роаверин,дротаверин
853,мапротиин,мапротилин
854,апротиин,мапротилин
855,мапротилиПн,мапротилин
856,мапроЁтилиПн,мапротилин
857,дакарбазидакарбазин,дакарбазин
858,дакарбаидакарбазин,дакарбазин
859,дакарбазидакарбазин,дакарбазин
860,ципроМфлоксацин,ципрофлоксацин
861,ципрШоМфлоксацин,ципрофлоксацин
862,беклометазон+пформотерол,беклометазон+формотерол
863,беЭклометазон+формотерол,беклометазон+формотерол
864,бекометазон+формотерол,беклометазон+формотерол
865,беометазон+формотерол,беклометазон+формотерол
866,молнупиравр,молнупиравир
867,молупиравр,молнупиравир
868,моляупиравир,молнупиравир
869,ноготки аптчные,ноготки аптечные
870,ноготкиаптечные,ноготки аптечные
871,нокотки аптечные,ноготки аптечные
872,нокотки апЩечные,ноготки аптечные
873,аморохьфин,аморольфин
874,эпоэтин аЕьфа,эпоэтин альфа
875,эпоэтинальфа,эпоэтин альфа
876,эпоэНтин альфа,эпоэтин альфа
877,алоэ дрЪвовидное,алоэ древовидное
878,алоэ древовидне,алоэ древовидное
879,теобониитиомикоцид,теобондитиомикоцид
880,теобондитиомикоЖид,теобондитиомикоцид
881,оксацерол,оксацепрол
882,ттридеканамина ундециленат,тридеканамина ундециленат
883,тридеканамина ундецленат,тридеканамина ундециленат
884,амотидин,фамотидин
885,фамотидщин,фамотидин
886,ендазол,бендазол
887,ендазл,бендазол
888,бенХдазол,бендазол
889,гексэстрохл,гексэстрол
890,гексШстрол,гексэстрол
891,гексШстЙол,гексэстрол
892,гексуэстрол,гексэстрол
893,доксофилеин,доксофиллин
894,галантаЮмин,галантамин
895,галуантаЮмин,галантамин
896,глантамин,галантамин
897,глантмин,галантамин
898,флувоксчмин,флувоксамин
899,флувоксчмиЪфлувоксчмин,флувоксамин
900,флуюоксамин,флувоксамин
901,флКюоксамин,флувоксамин
902,фенофибЙрат,фенофибрат
903,фенофибрт,фенофибрат
904,феноНфибрат,фенофибрат
905,феноНфиЗбрат,фенофибрат
906,доксепицдоксепин,доксепин
907,докксепин,доксепин
908,докксепиВн,доксепин
909,доксепНин,доксепин
910,шипоЕник,шиповник
911,шиповнижшиповник,шиповник
912,шиповнижшиповниХшиповнижшиповник,шиповник
913,Ялфузозин,алфузозин
914,Ялфузфзин,алфузозин
915,алфузозцин,алфузозин
916,мзопростол,мизопростол
917,мОизопростол,мизопростол
918,прЩасугрел,прасугрел
919,прЩасутгрел,прасугрел
920,Упрасугрел,прасугрел
921,Уприасугрел,прасугрел
922,прасугрефл,прасугрел
923,прасугфрефл,прасугрел
924,целенкоксиб,целекоксиб
925,цюеленкоксиб,целекоксиб
926,целекосиб,целекоксиб
927,эптифибтид,эптифибатид
928,фюразолидон,фуразолидон
929,фюразДлидон,фуразолидон
930,фуразолГидон,фуразолидон
931,фумразолидон,фуразолидон
932,фумьразолидон,фуразолидон
933,цинка огксид,цинка оксид
934,цинка огкцсид,цинка оксид
935,цинк оксид,цинка оксид
936,цинк ксид,цинка оксид
937,левамлодипиюлевамлодипин,левамлодипин
938,толщтеродин,толтеродин
939,толтеродитолтеродин,толтеродин
940,толтеродитолтердин,толтеродин
941,тлтеродин,толтеродин
942,Щнабуметон,набуметон
943,Щнабумептон,набуметон
944,йомупрол,йомепрол
945,омепрол,йомепрол
946,мепрол,йомепрол
947,йЯомепрол,йомепрол
948,дроедарон,дронедарон
949,анастрозоЖанастрозол,анастрозол
950,анастрозоЖанБстрозол,анастрозол
951,атеноол,атенолол
952,атенооатеноол,атенолол
953,атеноол,атенолол
954,гатилоксацин,гатифлоксацин
955,гатилксацин,гатифлоксацин
956,гатифлоксацОин,гатифлоксацин
957,гаштифлоксацОин,гатифлоксацин
958,гатифлоксациЩгатифлоксацин,гатифлоксацин
959,гатрфлоксациЩгатифлоксацин,гатифлоксацин
960,эмпБаглифлозин,эмпаглифлозин
961,эмпаглилозин,эмпаглифлозин
962,эмпагллозин,эмпаглифлозин
963,фоСллитропин бета,фоллитропин бета
964,фоллтропин бета,фоллитропин бета
965,фоллтроин бета,фоллитропин бета
966,прокнин,прокаин
967,Ьислота глицирризиновая,кислота глицирризиновая
968,Ьислота глицирризцновая,кислота глицирризиновая
969,кислота глицтирризиновая,кислота глицирризиновая
970,хложрохин,хлорохин
971,хЩорохин,хлорохин
972,хлорхин,хлорохин
973,моксифлоксыцин,моксифлоксацин
974,Доксифлоксыцин,моксифлоксацин
975,моксфлоксацин,моксифлоксацин
976,моксфлокацин,моксифлоксацин
977,сиАмепревир,симепревир
978,сиепревир,симепревир
979,симЗепревир,симепревир
980,ЧсимЗепревир,симепревир
981,лрлотиниб,эрлотиниб
982,лрлотиФиб,эрлотиниб
983,эрлоткиниб,эрлотиниб
984,ранитиъдин,ранитидин
985,ранитиъдиЁн,ранитидин
986,аир обыКкновенный,аир обыкновенный
987,аир обыКкновеннЩый,аир обыкновенный
988,аир обЩкновенный,аир обыкновенный
989,аир обыкнобенный,аир обыкновенный
990,аир обыкнобенныёаир обыкнобенный,аир обыкновенный
991,эпрубицин,эпирубицин
992,мокюсонидин,моксонидин
993,оксонидин,моксонидин
994,окснидин,моксонидин
995,пентоксифиБллин,пентоксифиллин
996,мебгидрщолин,мебгидролин
997,мебгидрщолЁин,мебгидролин
998,Лмебгидролин,мебгидролин
999,ЛмЛебгидролин,мебгидролин
1000,диосмебтит,диосмектит
1001,диНсмебтит,диосмектит
1002,диосмктит,диосмектит
1003,дисмктит,диосмектит
1004,талиглюцераЬза альфа,талиглюцераза альфа
1005,талиглюцеразаС альфа,талиглюцераза альфа
1006,тофирамат,топирамат
1007,тоыирамат,топирамат
1008,тозирамат,топирамат
1009,валбпроевая кислота,вальпроевая кислота
1010,ваКльпроевая кислота,вальпроевая кислота
1011,ваьпроевая кислота,вальпроевая кислота
1012,ваьпроевая килота,вальпроевая кислота
1013,лицерол,глицерол
1014,зофноприл,зофеноприл
1015,зофенопрЁл,зофеноприл
1016,зофенчпрЁл,зофеноприл
1017,прокабазин,прокарбазин
1018,покабазин,прокарбазин
1019,прокарбазишн,прокарбазин
1020,винбластиЙн,винбластин
1021,винблаФтин,винбластин
1022,взнблаФтин,винбластин
1023,галопердол,галоперидол
1024,галопердогалопердол,галоперидол
1025,инслин гларгин,инсулин гларгин
1026,кодеЙн,кодеин
1027,коеин,кодеин
1028,кЪдеин,кодеин
1029,далёепарин натрий,далтепарин натрий
1030,далтепарин наерий,далтепарин натрий
1031,далтепарин натриУй,далтепарин натрий
1032,далтечпарин натриУй,далтепарин натрий
1033,празыиквантел,празиквантел
1034,пРразыиквантел,празиквантел
1035,пьразиквантел,празиквантел
1036,сапШроптерин,сапроптерин
1037,сапроптеМин,сапроптерин
1038,пэгинтерферо альфа-2b,пэгинтерферон альфа-2b
1039,пэгинтерферон альфа-Кb,пэгинтерферон альфа-2b
1040,пэгистерферон альфа-Кb,пэгинтерферон альфа-2b
1041,зипразион,зипразидон
1042,ипразидон,зипразидон
1043,воглибоа,воглибоза
1044,воглбоа,воглибоза
1045,вогблибоза,воглибоза
1046,авогблибоза,воглибоза
1047,токсин ботулиническЗий,токсин ботулинический
1048,токсин ботулиническЗиУй,токсин ботулинический
1049,токфин ботулинический,токсин ботулинический
1050,токсчн ботулинический,токсин ботулинический
1051,мифепристн,мифепристон
1052,амифепристон,мифепристон
1053,амифеприНстон,мифепристон
1054,тамошсифен,тамоксифен
1055,Еамоксифен,тамоксифен
1056,тамоъсифен,тамоксифен
1057,флуфенФзин,флуфеназин
1058,флуфенЮзин,флуфеназин
1059,флуфеуазин,флуфеназин
1060,фЧуфеуазин,флуфеназин
1061,флуфеназТин,флуфеназин
1062,флударбин,флударабин
1063,флдарбин,флударабин
1064,флудаГабин,флударабин
1065,тигецЫклин,тигециклин
1066,тигецмклин,тигециклин
1067,тилороЁтилорон,тилорон
1068,тилмроЁтилорон,тилорон
1069,этилорон,тилорон
1070,флуоцинолоа ацетонид,флуоцинолона ацетонид
1071,изожоназол,изоконазол
1072,изожяназол,изоконазол
1073,изоконазозизоконазол,изоконазол
1074,изоконазозизокСназол,изоконазол
1075,иоконазол,изоконазол
1076,ниаесулид,нимесулид
1077,нЫимесулид,нимесулид
1078,тегиколурил,темгиколурил
1079,емгиколурил,темгиколурил
1080,емгиколрил,темгиколурил
1081,тмгиколурил,темгиколурил
1082,тмиколурил,темгиколурил
1083,рТпаглинид,репаглинид
1084,репаНглинид,репаглинид
1085,лъансопразол,лансопразол
1086,лъансопрЙазол,лансопразол
1087,осдльтамивир,осельтамивир
1088,осельамивир,осельтамивир
1089,осельамвир,осельтамивир
1090,риОсперидон,рисперидон
1091,трГспия хлорид,троспия хлорид
1092,трГспия хлорХд,троспия хлорид
1093,тароспия хлорид,троспия хлорид
1094,таьроспия хлорид,троспия хлорид
1095,ийтоприд,итоприд
1096,ийтопрбид,итоприд
1097,топрид,итоприд
1098,топритоприд,итоприд
1099,латминария,ламинария
1100,гризеофульвиУн,гризеофульвин
1101,гризеойфульвиУн,гризеофульвин
1102,гризеофуъльвин,гризеофульвин
1103,ггризеофуъльвин,гризеофульвин
1104,гризеофуьвин,гризеофульвин
1105,локсибутинин,оксибутинин
1106,лоМксибутинин,оксибутинин
1107,оксибутинн,оксибутинин
1108,фабомотизуол,фабомотизол
1109,фабомотиьзуол,фабомотизол
1110,фабомощтизол,фабомотизол
1111,фабомъощтизол,фабомотизол
1112,железа карбоксимаэьтоза,железа карбоксимальтоза
1113,железа карбоксимаэьтКза,железа карбоксимальтоза
1114,тнектеплаза,тенектеплаза
1115,тменектеплаза,тенектеплаза
1116,полатузумаб веДотин,полатузумаб ведотин
1117,полатуЖумаб ведотин,полатузумаб ведотин
1118,полатущумаб ведотин,полатузумаб ведотин
1119,полатузумаб Чведотин,полатузумаб ведотин
1120,поРлатузумаб Чведотин,полатузумаб ведотин
1121,фталилсульфатаиазол,фталилсульфатиазол
1122,фталилсульфатаиазоЫл,фталилсульфатиазол
1123,фтаилсульфатиазол,фталилсульфатиазол
1124,фтаилсульфатазол,фталилсульфатиазол
1125,эамбутол,этамбутол
1126,этамбутоИл,этамбутол
1127,этамбуЫтоИл,этамбутол
1128,этамбутожэтамбутол,этамбутол
1129,пипекурония броъид,пипекурония бромид
1130,серрДапептаза,серрапептаза
1131,сЁеррДапептаза,серрапептаза
1132,амбиоксол,амброксол
1133,амбзоксол,амброксол
1134,амисульпрад,амисульприд
1135,амисулььприд,амисульприд
1136,амисулеььприд,амисульприд
1137,прегабВлин,прегабалин
1138,прегабВлЪн,прегабалин
1139,прегабалитн,прегабалин
1140,прегабалидтн,прегабалин
1141,пцрегабалин,прегабалин
1142,пцреГгабалин,прегабалин
1143,сорафниб,сорафениб
1144,апрепиъант,апрепитант
1145,апрепиъаЫт,апрепитант
1146,апрепитанФапрепитант,апрепитант
1147,вХалериана лекарственная,валериана лекарственная
1148,вХалериаёна лекарственная,валериана лекарственная
1149,валерианалекарственная,валериана лекарственная
1150,валерианалкарственная,валериана лекарственная
1151,валериакна лекарственная,валериана лекарственная
1152,валериакна леКкарственная,валериана лекарственная
1153,аУлиберсепт,афлиберсепт
1154,ачлиберсепт,афлиберсепт
1155,флиберсепт,афлиберсепт
1156,флиберсепфлиберсепт,афлиберсепт
1157,гидазепахм,гидазепам
1158,гидазепьам,гидазепам
1159,гидазепьИам,гидазепам
1160,финаЧтерид,финастерид
1161,финастрид,финастерид
1162,финастрифинастрид,финастерид
1163,клмастин,клемастин
1164,кмастин,клемастин
1165,клеКмастин,клемастин
1166,клеФКмастин,клемастин
1167,фондапаринукс натрвия,фондапаринукс натрия
1168,фсондапаринукс натрвия,фондапаринукс натрия
1169,фондапринукс натрия,фондапаринукс натрия
1170,ондапринукс натрия,фондапаринукс натрия
1171,хинЯаприл,хинаприл
1172,хинЯЙаприл,хинаприл
1173,флуиртин,флупиртин
1174,флуюиртин,флупиртин
1175,флуюижтин,флупиртин
1176,флупирзтин,флупиртин
1177,бусВпирон,буспирон
1178,бгусВпирон,буспирон
1179,буьпирон,буспирон
1180,бщьпирон,буспирон
1181,кисород,кислород
1182,ксород,кислород
1183,кислорнод,кислород
1184,китслорнод,кислород
1185,нъатрия хлорида раствор сложный,натрия хлорида раствор сложный
1186,тнидазол,тинидазол
1187,тинидаол,тинидазол
1188,тнидаол,тинидазол
1189,преднзон,преднизон
1190,префднизон,преднизон
1191,префднизоЬн,преднизон
1192,нътроглицерин,нитроглицерин
1193,нчитроглицерин,нитроглицерин
1194,гнчитроглицерин,нитроглицерин
1195,итроглицерин,нитроглицерин
1196,итоглицерин,нитроглицерин
1197,хлорпротикасен,хлорпротиксен
1198,хлорпротиксеин,хлорпротиксен
1199,хлорпротиксЙеин,хлорпротиксен
1200,охлорпротиксен,хлорпротиксен
1201,диСногест,диеногест
